resume_id,job_id,all-mpnet-base-v2_score,paraphrase-MiniLM-L6-v2_score,all-MiniLM-L12-v1_score,all-roberta-large-v1_score,bert_base_nli_mean_tokens_score
pdf_resume_369,Data Analyst.txt,849,889,852,853,901
pdf_resume_374,Data Analyst.txt,373,549,420,371,335
pdf_resume_375,Data Analyst.txt,130,141,107,41,266
pdf_resume_382,Data Analyst.txt,835,769,834,817,732
pdf_resume_383,Data Analyst.txt,305,251,199,197,598
pdf_resume_385,Data Analyst.txt,761,889,762,901,903
pdf_resume_386,Data Analyst.txt,546,387,668,295,620
pdf_resume_387,Data Analyst.txt,224,85,270,135,124
pdf_resume_393,Data Analyst.txt,834,833,894,819,743
pdf_resume_397,Data Analyst.txt,417,93,204,212,167
pdf_resume_398,Data Analyst.txt,891,776,923,650,865
pdf_resume_411,Data Analyst.txt,628,582,593,696,438
pdf_resume_412,Data Analyst.txt,783,697,715,764,528
pdf_resume_413,Data Analyst.txt,91,143,156,76,361
pdf_resume_417,Data Analyst.txt,159,358,256,266,220
pdf_resume_421,Data Analyst.txt,17,2,12,8,13
pdf_resume_424,Data Analyst.txt,924,889,907,924,889
pdf_resume_425,Data Analyst.txt,281,198,250,329,220
pdf_resume_429,Data Analyst.txt,867,889,824,865,785
pdf_resume_430,Data Analyst.txt,891,828,894,924,918
pdf_resume_433,Data Analyst.txt,294,331,293,231,251
pdf_resume_434,Data Analyst.txt,359,98,481,243,285
pdf_resume_441,Data Analyst.txt,809,889,750,837,851
pdf_resume_442,Data Analyst.txt,3,73,5,12,5
pdf_resume_443,Data Analyst.txt,123,145,105,166,307
pdf_resume_444,Data Analyst.txt,505,380,415,578,216
pdf_resume_451,Data Analyst.txt,699,443,515,713,495
pdf_resume_455,Data Analyst.txt,320,500,426,518,535
pdf_resume_459,Data Analyst.txt,570,616,551,792,517
pdf_resume_462,Data Analyst.txt,747,460,404,671,650
pdf_resume_465,Data Analyst.txt,867,889,885,877,861
pdf_resume_470,Data Analyst.txt,437,359,229,161,723
pdf_resume_471,Data Analyst.txt,554,364,564,527,104
pdf_resume_472,Data Analyst.txt,448,364,373,492,76
pdf_resume_473,Data Analyst.txt,574,640,531,738,517
pdf_resume_475,Data Analyst.txt,528,300,755,475,670
pdf_resume_48,Data Analyst.txt,16,8,22,17,19
pdf_resume_481,Data Analyst.txt,219,344,298,301,260
pdf_resume_487,Data Analyst.txt,444,540,353,676,650
pdf_resume_489,Data Analyst.txt,924,889,923,924,875
pdf_resume_490,Data Analyst.txt,496,652,508,532,739
pdf_resume_493,Data Analyst.txt,219,183,144,157,167
pdf_resume_50,Data Analyst.txt,821,889,885,642,877
pdf_resume_505,Data Analyst.txt,150,37,96,270,97
pdf_resume_509,Data Analyst.txt,669,640,760,381,827
pdf_resume_510,Data Analyst.txt,924,889,923,924,883
pdf_resume_512,Data Analyst.txt,67,25,76,28,36
pdf_resume_513,Data Analyst.txt,373,549,420,371,335
pdf_resume_516,Data Analyst.txt,91,67,171,173,124
pdf_resume_518,Data Analyst.txt,223,219,204,175,650
pdf_resume_52,Data Analyst.txt,219,79,64,206,22
pdf_resume_522,Data Analyst.txt,717,697,712,650,650
pdf_resume_524,Data Analyst.txt,171,219,368,438,528
pdf_resume_526,Data Analyst.txt,893,796,894,877,889
pdf_resume_53,Data Analyst.txt,236,808,416,371,838
pdf_resume_531,Data Analyst.txt,625,769,686,638,598
pdf_resume_533,Data Analyst.txt,401,488,464,527,517
pdf_resume_542,Data Analyst.txt,298,616,165,474,465
pdf_resume_55,Data Analyst.txt,185,187,343,319,114
pdf_resume_558,Data Analyst.txt,392,640,319,557,465
pdf_resume_563,Data Analyst.txt,546,387,668,295,620
pdf_resume_57,Data Analyst.txt,295,231,239,377,158
pdf_resume_578,Data Analyst.txt,31,12,30,17,67
pdf_resume_579,Data Analyst.txt,903,889,923,889,898
pdf_resume_582,Data Analyst.txt,388,500,546,470,391
pdf_resume_586,Data Analyst.txt,487,629,598,579,406
pdf_resume_587,Data Analyst.txt,60,139,121,128,233
pdf_resume_59,Data Analyst.txt,783,697,710,666,604
pdf_resume_591,Data Analyst.txt,630,492,668,485,795
pdf_resume_597,Data Analyst.txt,401,186,267,165,663
pdf_resume_60,Data Analyst.txt,256,268,287,313,459
pdf_resume_604,Data Analyst.txt,895,745,874,877,921
pdf_resume_61,Data Analyst.txt,105,108,61,125,324
pdf_resume_619,Data Analyst.txt,804,743,731,889,743
pdf_resume_627,Data Analyst.txt,757,741,852,787,846
pdf_resume_63,Data Analyst.txt,562,303,673,507,260
pdf_resume_630,Data Analyst.txt,738,587,746,691,723
pdf_resume_632,Data Analyst.txt,783,697,697,435,569
pdf_resume_638,Data Analyst.txt,345,422,246,337,296
pdf_resume_639,Data Analyst.txt,596,697,643,221,598
pdf_resume_641,Data Analyst.txt,647,593,715,564,779
pdf_resume_643,Data Analyst.txt,689,554,692,787,775
pdf_resume_647,Data Analyst.txt,333,697,598,404,689
pdf_resume_648,Data Analyst.txt,425,492,248,501,415
pdf_resume_657,Data Analyst.txt,6,79,5,4,22
pdf_resume_658,Data Analyst.txt,287,122,253,91,191
pdf_resume_659,Data Analyst.txt,763,755,558,266,838
pdf_resume_660,Data Analyst.txt,200,648,333,289,620
pdf_resume_661,Data Analyst.txt,146,213,100,34,202
pdf_resume_67,Data Analyst.txt,80,193,78,94,427
pdf_resume_672,Data Analyst.txt,888,889,923,924,916
pdf_resume_675,Data Analyst.txt,625,836,744,724,856
pdf_resume_678,Data Analyst.txt,370,374,409,605,650
pdf_resume_680,Data Analyst.txt,58,331,154,91,239
pdf_resume_688,Data Analyst.txt,681,743,601,683,399
pdf_resume_690,Data Analyst.txt,849,790,844,611,703
pdf_resume_691,Data Analyst.txt,191,300,333,235,517
pdf_resume_692,Data Analyst.txt,124,191,92,163,124
pdf_resume_699,Data Analyst.txt,78,292,66,138,132
pdf_resume_700,Data Analyst.txt,124,303,149,84,225
pdf_resume_705,Data Analyst.txt,867,889,818,865,827
pdf_resume_71,Data Analyst.txt,292,285,283,226,228
pdf_resume_714,Data Analyst.txt,204,328,451,299,335
pdf_resume_719,Data Analyst.txt,246,697,296,347,580
pdf_resume_721,Data Analyst.txt,596,567,498,513,421
pdf_resume_727,Data Analyst.txt,287,122,253,91,191
pdf_resume_728,Data Analyst.txt,329,210,520,210,208
pdf_resume_73,Data Analyst.txt,103,585,151,311,459
pdf_resume_730,Data Analyst.txt,279,589,416,388,507
pdf_resume_734,Data Analyst.txt,136,213,171,50,551
pdf_resume_742,Data Analyst.txt,116,525,281,202,251
pdf_resume_743,Data Analyst.txt,534,221,536,392,517
pdf_resume_751,Data Analyst.txt,685,506,673,543,735
pdf_resume_76,Data Analyst.txt,64,75,154,180,184
pdf_resume_760,Data Analyst.txt,492,576,588,286,225
pdf_resume_761,Data Analyst.txt,539,830,607,507,798
pdf_resume_766,Data Analyst.txt,349,216,210,481,191
pdf_resume_776,Data Analyst.txt,397,196,368,384,585
pdf_resume_777,Data Analyst.txt,63,47,120,228,104
pdf_resume_780,Data Analyst.txt,464,492,333,286,382
pdf_resume_782,Data Analyst.txt,5,118,2,3,11
pdf_resume_786,Data Analyst.txt,211,295,181,105,296
pdf_resume_793,Data Analyst.txt,849,889,852,792,865
pdf_resume_794,Data Analyst.txt,487,318,508,329,266
pdf_resume_795,Data Analyst.txt,103,336,151,311,551
pdf_resume_8,Data Analyst.txt,602,559,601,764,406
pdf_resume_800,Data Analyst.txt,392,787,329,438,637
pdf_resume_801,Data Analyst.txt,119,344,162,119,374
pdf_resume_805,Data Analyst.txt,662,697,788,529,541
pdf_resume_809,Data Analyst.txt,699,697,643,361,495
pdf_resume_810,Data Analyst.txt,191,136,207,170,162
pdf_resume_813,Data Analyst.txt,380,697,451,420,569
pdf_resume_819,Data Analyst.txt,13,4,14,9,57
pdf_resume_821,Data Analyst.txt,827,761,861,724,743
pdf_resume_822,Data Analyst.txt,732,589,726,907,763
pdf_resume_823,Data Analyst.txt,365,144,235,76,620
pdf_resume_828,Data Analyst.txt,757,889,852,783,868
pdf_resume_829,Data Analyst.txt,177,495,224,239,585
pdf_resume_830,Data Analyst.txt,195,432,426,189,609
pdf_resume_831,Data Analyst.txt,195,432,426,189,609
pdf_resume_836,Data Analyst.txt,867,889,874,865,810
pdf_resume_84,Data Analyst.txt,523,331,454,404,478
pdf_resume_844,Data Analyst.txt,492,697,643,513,528
pdf_resume_845,Data Analyst.txt,309,372,242,272,562
pdf_resume_848,Data Analyst.txt,208,593,246,212,609
pdf_resume_849,Data Analyst.txt,305,274,553,495,507
pdf_resume_851,Data Analyst.txt,783,640,842,634,739
pdf_resume_855,Data Analyst.txt,554,210,580,371,361
pdf_resume_869,Data Analyst.txt,867,824,885,877,747
pdf_resume_876,Data Analyst.txt,736,460,834,585,657
pdf_resume_88,Data Analyst.txt,849,889,852,853,856
pdf_resume_880,Data Analyst.txt,173,139,165,428,251
pdf_resume_889,Data Analyst.txt,676,464,564,671,879
pdf_resume_892,Data Analyst.txt,669,640,603,744,495
pdf_resume_899,Data Analyst.txt,146,55,112,140,104
pdf_resume_9,Data Analyst.txt,578,269,478,283,176
pdf_resume_91,Data Analyst.txt,633,582,568,394,677
pdf_resume_912,Data Analyst.txt,717,697,788,650,551
pdf_resume_915,Data Analyst.txt,305,177,253,371,176
pdf_resume_919,Data Analyst.txt,432,256,458,404,197
pdf_resume_923,Data Analyst.txt,401,620,314,431,433
pdf_resume_927,Data Analyst.txt,214,274,429,388,167
pdf_resume_928,Data Analyst.txt,735,769,686,688,670
pdf_resume_93,Data Analyst.txt,783,430,726,764,399
pdf_resume_931,Data Analyst.txt,924,889,899,251,881
pdf_resume_945,Data Analyst.txt,11,5,55,23,15
pdf_resume_95,Data Analyst.txt,113,439,182,72,296
pdf_resume_952,Data Analyst.txt,499,611,541,507,459
pdf_resume_953,Data Analyst.txt,821,889,880,798,896
pdf_resume_959,Data Analyst.txt,417,500,546,518,256
pdf_resume_96,Data Analyst.txt,337,251,458,660,150
pdf_resume_962,Data Analyst.txt,342,434,513,596,256
pdf_resume_964,Data Analyst.txt,474,148,720,560,266
pdf_resume_967,Data Analyst.txt,392,267,156,315,132
pdf_resume_969,Data Analyst.txt,28,28,52,50,84
pdf_resume_971,Data Analyst.txt,546,697,486,671,642
pdf_resume_973,Data Analyst.txt,377,765,659,458,368
pdf_resume_974,Data Analyst.txt,891,557,899,894,856
pdf_resume_98,Data Analyst.txt,370,816,358,445,723
pdf_resume_982,Data Analyst.txt,368,447,696,379,697
pdf_resume_994,Data Analyst.txt,241,154,132,109,70
pdf_resume_995,Data Analyst.txt,227,525,69,243,438
pdf_resume_997,Data Analyst.txt,355,467,501,371,302
pdf_resume_998,Data Analyst.txt,448,259,373,602,76
pdf_resume_1001,Cybersecurity Analyst.txt,237,537,418,242,630
pdf_resume_1020,Cybersecurity Analyst.txt,89,24,119,136,50
pdf_resume_1024,Cybersecurity Analyst.txt,443,457,507,412,380
pdf_resume_1031,Cybersecurity Analyst.txt,529,788,474,176,466
pdf_resume_1033,Cybersecurity Analyst.txt,232,180,149,193,199
pdf_resume_1036,Cybersecurity Analyst.txt,121,108,111,507,56
pdf_resume_1037,Cybersecurity Analyst.txt,13,25,56,26,47
pdf_resume_1039,Cybersecurity Analyst.txt,94,72,119,215,22
pdf_resume_1047,Cybersecurity Analyst.txt,817,508,679,709,427
pdf_resume_1048,Cybersecurity Analyst.txt,817,788,817,858,639
pdf_resume_1056,Cybersecurity Analyst.txt,817,523,817,709,369
pdf_resume_1070,Cybersecurity Analyst.txt,18,30,89,41,50
pdf_resume_1071,Cybersecurity Analyst.txt,220,240,205,245,215
pdf_resume_1076,Cybersecurity Analyst.txt,497,331,319,593,158
pdf_resume_1097,Cybersecurity Analyst.txt,160,135,53,15,100
pdf_resume_1105,Cybersecurity Analyst.txt,628,788,679,858,678
pdf_resume_1109,Cybersecurity Analyst.txt,817,788,817,858,804
pdf_resume_112,Cybersecurity Analyst.txt,329,373,295,405,117
pdf_resume_1124,Cybersecurity Analyst.txt,80,220,38,201,138
pdf_resume_115,Cybersecurity Analyst.txt,817,508,679,563,369
pdf_resume_1153,Cybersecurity Analyst.txt,600,788,653,858,411
pdf_resume_1167,Cybersecurity Analyst.txt,817,788,516,499,741
pdf_resume_1169,Cybersecurity Analyst.txt,255,112,250,43,356
pdf_resume_1175,Cybersecurity Analyst.txt,443,457,507,768,687
pdf_resume_1183,Cybersecurity Analyst.txt,576,457,600,768,846
pdf_resume_123,Cybersecurity Analyst.txt,592,508,679,470,427
pdf_resume_1231,Cybersecurity Analyst.txt,817,788,817,627,840
pdf_resume_1235,Cybersecurity Analyst.txt,817,523,817,709,491
pdf_resume_1267,Cybersecurity Analyst.txt,817,508,679,470,427
pdf_resume_1273,Cybersecurity Analyst.txt,817,788,679,709,380
pdf_resume_1283,Cybersecurity Analyst.txt,817,508,679,563,427
pdf_resume_1285,Cybersecurity Analyst.txt,817,788,679,709,542
pdf_resume_1290,Cybersecurity Analyst.txt,179,22,29,57,109
pdf_resume_1303,Cybersecurity Analyst.txt,817,788,817,858,879
pdf_resume_1317,Cybersecurity Analyst.txt,817,788,817,491,854
pdf_resume_1319,Cybersecurity Analyst.txt,174,307,60,294,164
pdf_resume_1325,Cybersecurity Analyst.txt,609,788,549,655,879
pdf_resume_1328,Cybersecurity Analyst.txt,817,788,817,709,864
pdf_resume_1331,Cybersecurity Analyst.txt,228,180,149,72,89
pdf_resume_1341,Cybersecurity Analyst.txt,817,508,679,563,400
pdf_resume_1380,Cybersecurity Analyst.txt,274,294,31,178,576
pdf_resume_1395,Cybersecurity Analyst.txt,817,788,817,858,836
pdf_resume_1397,Cybersecurity Analyst.txt,817,788,817,753,933
pdf_resume_1398,Cybersecurity Analyst.txt,431,336,561,550,667
pdf_resume_1401,Cybersecurity Analyst.txt,396,298,304,444,443
pdf_resume_1403,Cybersecurity Analyst.txt,817,788,817,858,933
pdf_resume_1414,Cybersecurity Analyst.txt,817,788,817,574,842
pdf_resume_1419,Cybersecurity Analyst.txt,817,604,371,492,542
pdf_resume_1430,Cybersecurity Analyst.txt,817,788,817,858,908
pdf_resume_1510,Cybersecurity Analyst.txt,251,32,69,84,66
pdf_resume_1513,Cybersecurity Analyst.txt,303,163,210,67,199
pdf_resume_1529,Cybersecurity Analyst.txt,80,40,96,188,85
pdf_resume_1534,Cybersecurity Analyst.txt,817,788,817,858,723
pdf_resume_1540,Cybersecurity Analyst.txt,817,232,663,858,630
pdf_resume_1550,Cybersecurity Analyst.txt,609,523,549,308,630
pdf_resume_1558,Cybersecurity Analyst.txt,616,788,817,858,900
pdf_resume_1577,Cybersecurity Analyst.txt,329,401,283,516,576
pdf_resume_159,Cybersecurity Analyst.txt,648,617,638,426,236
pdf_resume_16,Cybersecurity Analyst.txt,80,72,138,91,22
pdf_resume_1604,Cybersecurity Analyst.txt,817,788,817,709,804
pdf_resume_1605,Cybersecurity Analyst.txt,346,336,381,251,411
pdf_resume_1610,Cybersecurity Analyst.txt,817,788,817,709,879
pdf_resume_1611,Cybersecurity Analyst.txt,384,567,499,536,480
pdf_resume_1615,Cybersecurity Analyst.txt,817,788,817,858,854
pdf_resume_1626,Cybersecurity Analyst.txt,817,788,817,858,840
pdf_resume_1635,Cybersecurity Analyst.txt,337,788,366,455,781
pdf_resume_1648,Cybersecurity Analyst.txt,543,428,541,601,908
pdf_resume_1668,Cybersecurity Analyst.txt,817,788,817,858,924
pdf_resume_1673,Cybersecurity Analyst.txt,817,788,817,858,919
pdf_resume_1676,Cybersecurity Analyst.txt,817,788,817,709,896
pdf_resume_1677,Cybersecurity Analyst.txt,817,788,817,709,896
pdf_resume_1688,Cybersecurity Analyst.txt,245,256,361,184,693
pdf_resume_1696,Cybersecurity Analyst.txt,246,321,229,282,456
pdf_resume_17,Cybersecurity Analyst.txt,105,60,104,196,14
pdf_resume_1701,Cybersecurity Analyst.txt,41,192,131,50,502
pdf_resume_1729,Cybersecurity Analyst.txt,190,65,232,171,215
pdf_resume_1751,Cybersecurity Analyst.txt,388,631,191,485,400
pdf_resume_1788,Cybersecurity Analyst.txt,521,617,357,319,300
pdf_resume_1798,Cybersecurity Analyst.txt,817,788,817,709,723
pdf_resume_18,Cybersecurity Analyst.txt,118,180,149,215,130
pdf_resume_1808,Cybersecurity Analyst.txt,546,426,542,595,620
pdf_resume_1810,Cybersecurity Analyst.txt,65,104,50,16,122
pdf_resume_1813,Cybersecurity Analyst.txt,529,497,375,447,259
pdf_resume_1853,Cybersecurity Analyst.txt,536,266,288,242,369
pdf_resume_1859,Cybersecurity Analyst.txt,817,788,817,858,607
pdf_resume_1860,Cybersecurity Analyst.txt,817,788,817,709,804
pdf_resume_1866,Cybersecurity Analyst.txt,164,111,44,111,122
pdf_resume_1884,Cybersecurity Analyst.txt,22,36,78,38,47
pdf_resume_1886,Cybersecurity Analyst.txt,648,373,493,753,564
pdf_resume_1890,Cybersecurity Analyst.txt,394,199,291,198,648
pdf_resume_1905,Cybersecurity Analyst.txt,817,523,817,858,300
pdf_resume_191,Cybersecurity Analyst.txt,817,788,638,858,667
pdf_resume_1916,Cybersecurity Analyst.txt,201,537,220,130,515
pdf_resume_203,Cybersecurity Analyst.txt,817,788,817,858,842
pdf_resume_2051,Cybersecurity Analyst.txt,220,240,205,245,215
pdf_resume_2085,Cybersecurity Analyst.txt,249,210,202,442,515
pdf_resume_21,Cybersecurity Analyst.txt,89,86,119,215,73
pdf_resume_2114,Cybersecurity Analyst.txt,817,788,817,858,815
pdf_resume_2120,Cybersecurity Analyst.txt,363,385,468,294,648
pdf_resume_2147,Cybersecurity Analyst.txt,817,788,516,499,741
pdf_resume_220,Cybersecurity Analyst.txt,817,788,817,709,898
pdf_resume_2216,Cybersecurity Analyst.txt,817,523,817,709,491
pdf_resume_2227,Cybersecurity Analyst.txt,459,788,499,598,804
pdf_resume_2240,Cybersecurity Analyst.txt,817,508,679,470,427
pdf_resume_2278,Cybersecurity Analyst.txt,469,617,455,395,335
pdf_resume_2308,Cybersecurity Analyst.txt,648,788,581,768,891
pdf_resume_232,Cybersecurity Analyst.txt,89,86,119,215,73
pdf_resume_2360,Cybersecurity Analyst.txt,817,788,679,563,542
pdf_resume_2375,Cybersecurity Analyst.txt,487,788,455,541,815
pdf_resume_2387,Cybersecurity Analyst.txt,817,788,817,858,933
pdf_resume_240,Cybersecurity Analyst.txt,817,788,817,858,576
pdf_resume_2400,Cybersecurity Analyst.txt,648,373,493,753,564
pdf_resume_2407,Cybersecurity Analyst.txt,675,631,653,858,900
pdf_resume_2427,Cybersecurity Analyst.txt,817,788,817,858,825
pdf_resume_2465,Cybersecurity Analyst.txt,367,457,488,476,864
pdf_resume_2475,Cybersecurity Analyst.txt,616,493,618,451,345
pdf_resume_25,Cybersecurity Analyst.txt,621,788,817,858,400
pdf_resume_2579,Cybersecurity Analyst.txt,817,788,817,858,781
pdf_resume_2609,Cybersecurity Analyst.txt,371,199,405,620,678
pdf_resume_2693,Cybersecurity Analyst.txt,474,788,455,522,411
pdf_resume_2752,Cybersecurity Analyst.txt,371,199,405,620,678
pdf_resume_2791,Cybersecurity Analyst.txt,648,240,817,620,443
pdf_resume_281,Cybersecurity Analyst.txt,80,137,38,201,182
pdf_resume_2813,Cybersecurity Analyst.txt,552,410,316,593,712
pdf_resume_2820,Cybersecurity Analyst.txt,204,169,127,247,188
pdf_resume_2825,Cybersecurity Analyst.txt,500,373,493,563,542
pdf_resume_2873,Cybersecurity Analyst.txt,680,574,614,655,913
pdf_resume_2879,Cybersecurity Analyst.txt,817,788,817,709,933
pdf_resume_2956,Cybersecurity Analyst.txt,341,314,249,149,380
pdf_resume_2960,Cybersecurity Analyst.txt,817,788,817,709,793
pdf_resume_3000,Cybersecurity Analyst.txt,600,635,817,667,879
pdf_resume_311,Cybersecurity Analyst.txt,817,788,817,858,723
pdf_resume_353,Cybersecurity Analyst.txt,453,350,493,426,335
pdf_resume_360,Cybersecurity Analyst.txt,105,86,119,215,73
pdf_resume_408,Cybersecurity Analyst.txt,70,240,46,120,215
pdf_resume_419,Cybersecurity Analyst.txt,817,523,663,709,491
pdf_resume_468,Cybersecurity Analyst.txt,817,788,408,327,542
pdf_resume_486,Cybersecurity Analyst.txt,504,788,368,858,174
pdf_resume_514,Cybersecurity Analyst.txt,545,635,817,531,752
pdf_resume_536,Cybersecurity Analyst.txt,65,20,119,102,73
pdf_resume_543,Cybersecurity Analyst.txt,229,180,149,215,192
pdf_resume_557,Cybersecurity Analyst.txt,817,788,817,858,933
pdf_resume_569,Cybersecurity Analyst.txt,392,188,386,348,307
pdf_resume_606,Cybersecurity Analyst.txt,504,318,398,858,815
pdf_resume_607,Cybersecurity Analyst.txt,602,788,600,858,911
pdf_resume_608,Cybersecurity Analyst.txt,648,788,549,768,917
pdf_resume_609,Cybersecurity Analyst.txt,817,788,817,858,926
pdf_resume_610,Cybersecurity Analyst.txt,487,151,431,614,854
pdf_resume_613,Cybersecurity Analyst.txt,817,788,817,858,911
pdf_resume_614,Cybersecurity Analyst.txt,817,788,817,858,910
pdf_resume_616,Cybersecurity Analyst.txt,817,788,817,858,915
pdf_resume_617,Cybersecurity Analyst.txt,817,617,817,858,915
pdf_resume_621,Cybersecurity Analyst.txt,817,788,817,858,921
pdf_resume_633,Cybersecurity Analyst.txt,817,788,817,709,648
pdf_resume_645,Cybersecurity Analyst.txt,817,788,817,644,825
pdf_resume_65,Cybersecurity Analyst.txt,817,788,679,655,542
pdf_resume_697,Cybersecurity Analyst.txt,212,340,244,169,600
pdf_resume_703,Cybersecurity Analyst.txt,560,318,474,377,224
pdf_resume_72,Cybersecurity Analyst.txt,474,788,455,164,620
pdf_resume_738,Cybersecurity Analyst.txt,443,457,507,768,733
pdf_resume_748,Cybersecurity Analyst.txt,226,552,225,388,620
pdf_resume_784,Cybersecurity Analyst.txt,412,282,455,507,491
pdf_resume_785,Cybersecurity Analyst.txt,111,72,149,215,38
pdf_resume_796,Cybersecurity Analyst.txt,817,788,817,579,356
pdf_resume_799,Cybersecurity Analyst.txt,817,523,817,460,293
pdf_resume_803,Cybersecurity Analyst.txt,817,523,817,709,491
pdf_resume_818,Cybersecurity Analyst.txt,592,537,817,528,275
pdf_resume_833,Cybersecurity Analyst.txt,817,788,817,858,864
pdf_resume_864,Cybersecurity Analyst.txt,648,414,191,441,143
pdf_resume_871,Cybersecurity Analyst.txt,517,581,817,709,741
pdf_resume_878,Cybersecurity Analyst.txt,817,508,679,470,427
pdf_resume_879,Cybersecurity Analyst.txt,185,202,196,273,192
pdf_resume_884,Cybersecurity Analyst.txt,321,206,171,275,188
pdf_resume_894,Cybersecurity Analyst.txt,817,788,817,858,764
pdf_resume_918,Cybersecurity Analyst.txt,817,595,817,858,335
pdf_resume_946,Cybersecurity Analyst.txt,517,336,398,324,293
pdf_resume_955,Cybersecurity Analyst.txt,680,788,817,709,529
pdf_resume_965,Cybersecurity Analyst.txt,817,788,817,709,747
pdf_resume_985,Cybersecurity Analyst.txt,435,205,322,504,443
pdf_resume_986,Cybersecurity Analyst.txt,212,340,244,169,600
pdf_resume_987,Cybersecurity Analyst.txt,309,788,327,266,757
pdf_resume_1006,Cybersecurity Analyst.txt,817,788,817,858,793
pdf_resume_1010,Cybersecurity Analyst.txt,231,401,191,365,325
pdf_resume_102,Cybersecurity Analyst.txt,271,415,528,326,630
pdf_resume_1022,Cybersecurity Analyst.txt,309,788,327,388,854
pdf_resume_1032,Cybersecurity Analyst.txt,15,16,78,20,30
pdf_resume_1034,Cybersecurity Analyst.txt,27,42,86,45,58
pdf_resume_1035,Cybersecurity Analyst.txt,89,60,109,94,14
pdf_resume_1042,Cybersecurity Analyst.txt,379,346,549,511,293
pdf_resume_1046,Cybersecurity Analyst.txt,817,788,817,550,236
pdf_resume_1050,Cybersecurity Analyst.txt,299,393,183,536,199
pdf_resume_1052,Cybersecurity Analyst.txt,353,325,375,412,630
pdf_resume_1060,Cybersecurity Analyst.txt,817,788,817,858,879
pdf_resume_1061,Cybersecurity Analyst.txt,194,552,225,278,542
pdf_resume_1068,Cybersecurity Analyst.txt,363,537,357,286,188
pdf_resume_1069,Cybersecurity Analyst.txt,201,139,269,116,456
pdf_resume_107,Cybersecurity Analyst.txt,255,93,261,330,215
pdf_resume_1072,Cybersecurity Analyst.txt,443,581,638,314,199
pdf_resume_1074,Cybersecurity Analyst.txt,817,788,817,709,752
pdf_resume_1082,Cybersecurity Analyst.txt,817,788,817,627,926
pdf_resume_1089,Cybersecurity Analyst.txt,282,457,384,361,678
pdf_resume_109,Cybersecurity Analyst.txt,487,788,455,525,456
pdf_resume_1093,Cybersecurity Analyst.txt,252,47,308,352,456
pdf_resume_1099,Cybersecurity Analyst.txt,576,356,600,479,667
pdf_resume_11,Cybersecurity Analyst.txt,52,5,12,103,34
pdf_resume_110,Cybersecurity Analyst.txt,666,788,817,709,667
pdf_resume_1100,Cybersecurity Analyst.txt,576,353,600,412,491
pdf_resume_1101,Cybersecurity Analyst.txt,321,360,304,173,456
pdf_resume_1102,Cybersecurity Analyst.txt,443,350,361,635,247
pdf_resume_1108,Cybersecurity Analyst.txt,549,552,418,164,781
pdf_resume_1111,Cybersecurity Analyst.txt,417,282,267,257,293
pdf_resume_1113,Cybersecurity Analyst.txt,309,788,327,124,427
pdf_resume_1119,Cybersecurity Analyst.txt,817,788,663,858,678
pdf_resume_1121,Cybersecurity Analyst.txt,73,106,46,6,158
pdf_resume_1129,Cybersecurity Analyst.txt,295,385,393,303,158
pdf_resume_113,Cybersecurity Analyst.txt,1,22,2,3,1
pdf_resume_1135,Cybersecurity Analyst.txt,109,114,212,120,158
pdf_resume_1147,Cybersecurity Analyst.txt,443,581,653,556,247
pdf_resume_1149,Cybersecurity Analyst.txt,817,788,817,858,793
pdf_resume_1151,Cybersecurity Analyst.txt,576,457,600,572,515
pdf_resume_1161,Cybersecurity Analyst.txt,208,307,218,487,554
pdf_resume_1168,Cybersecurity Analyst.txt,817,788,817,858,864
pdf_resume_1180,Cybersecurity Analyst.txt,500,457,483,466,443
pdf_resume_1184,Cybersecurity Analyst.txt,556,487,564,388,443
pdf_resume_1185,Cybersecurity Analyst.txt,122,139,46,23,58
pdf_resume_1187,Cybersecurity Analyst.txt,99,72,119,99,66
pdf_resume_1190,Cybersecurity Analyst.txt,817,788,817,858,712
pdf_resume_1196,Cybersecurity Analyst.txt,549,567,574,858,247
pdf_resume_12,Cybersecurity Analyst.txt,123,167,107,118,130
pdf_resume_1209,Cybersecurity Analyst.txt,560,318,625,614,657
pdf_resume_122,Cybersecurity Analyst.txt,817,788,817,858,815
pdf_resume_1221,Cybersecurity Analyst.txt,576,457,600,569,474
pdf_resume_1223,Cybersecurity Analyst.txt,318,788,311,494,215
pdf_resume_1228,Cybersecurity Analyst.txt,648,373,493,585,564
pdf_resume_1230,Cybersecurity Analyst.txt,817,788,817,709,864
pdf_resume_1233,Cybersecurity Analyst.txt,817,523,817,667,491
pdf_resume_1239,Cybersecurity Analyst.txt,4,1,20,1,8
pdf_resume_1240,Cybersecurity Analyst.txt,817,423,439,753,639
pdf_resume_1241,Cybersecurity Analyst.txt,609,788,549,536,879
pdf_resume_1244,Cybersecurity Analyst.txt,268,266,274,237,648
pdf_resume_126,Cybersecurity Analyst.txt,817,788,817,709,529
pdf_resume_1269,Cybersecurity Analyst.txt,252,110,25,32,117
pdf_resume_1270,Cybersecurity Analyst.txt,817,788,817,858,836
pdf_resume_1277,Cybersecurity Analyst.txt,563,360,817,858,587
pdf_resume_1280,Cybersecurity Analyst.txt,132,258,66,34,138
pdf_resume_1284,Cybersecurity Analyst.txt,130,152,94,34,474
pdf_resume_1289,Cybersecurity Analyst.txt,465,457,345,368,576
