resume_id,job_id,all-mpnet-base-v2_score,paraphrase-MiniLM-L6-v2_score,all-MiniLM-L12-v1_score,all-roberta-large-v1_score,bert_base_nli_mean_tokens_score
pdf_resume_1480,Data Analyst.txt,292,168,83,115,472
pdf_resume_1481,Data Analyst.txt,274,241,208,354,141
pdf_resume_1483,Data Analyst.txt,262,235,227,322,64
pdf_resume_1484,Data Analyst.txt,355,354,394,347,274
pdf_resume_1486,Data Analyst.txt,546,477,536,413,421
pdf_resume_1487,Data Analyst.txt,566,274,601,420,266
pdf_resume_149,Data Analyst.txt,676,557,676,660,354
pdf_resume_1490,Data Analyst.txt,528,629,378,728,307
pdf_resume_1496,Data Analyst.txt,581,653,733,618,650
pdf_resume_1498,Data Analyst.txt,620,604,618,466,710
pdf_resume_15,Data Analyst.txt,70,53,34,102,17
pdf_resume_150,Data Analyst.txt,518,405,451,690,683
pdf_resume_1500,Data Analyst.txt,437,405,296,351,239
pdf_resume_1501,Data Analyst.txt,437,405,296,351,239
pdf_resume_1502,Data Analyst.txt,741,752,678,621,580
pdf_resume_1503,Data Analyst.txt,630,297,620,481,181
pdf_resume_151,Data Analyst.txt,761,889,762,618,838
pdf_resume_1520,Data Analyst.txt,153,91,131,143,158
pdf_resume_1522,Data Analyst.txt,325,549,283,344,528
pdf_resume_1523,Data Analyst.txt,639,629,676,853,361
pdf_resume_1524,Data Analyst.txt,849,889,852,853,831
pdf_resume_1527,Data Analyst.txt,187,249,201,259,136
pdf_resume_153,Data Analyst.txt,783,697,788,764,620
pdf_resume_1530,Data Analyst.txt,254,525,216,283,346
pdf_resume_1537,Data Analyst.txt,177,159,144,79,32
pdf_resume_1542,Data Analyst.txt,329,506,578,416,406
pdf_resume_1546,Data Analyst.txt,364,613,536,537,598
pdf_resume_1555,Data Analyst.txt,574,779,588,410,697
pdf_resume_1556,Data Analyst.txt,669,697,582,666,650
pdf_resume_1557,Data Analyst.txt,177,460,259,279,569
pdf_resume_1559,Data Analyst.txt,727,629,661,764,399
pdf_resume_1560,Data Analyst.txt,457,452,387,585,609
pdf_resume_1570,Data Analyst.txt,269,443,233,231,296
pdf_resume_1571,Data Analyst.txt,635,377,659,231,406
pdf_resume_1573,Data Analyst.txt,635,488,664,537,683
pdf_resume_1581,Data Analyst.txt,195,148,290,55,216
pdf_resume_1582,Data Analyst.txt,516,500,546,620,528
pdf_resume_1590,Data Analyst.txt,254,402,216,283,245
pdf_resume_1592,Data Analyst.txt,227,472,267,255,562
pdf_resume_1614,Data Analyst.txt,204,374,404,357,528
pdf_resume_1619,Data Analyst.txt,662,604,735,602,650
pdf_resume_162,Data Analyst.txt,570,525,476,567,421
pdf_resume_1624,Data Analyst.txt,699,697,643,713,732
pdf_resume_1625,Data Analyst.txt,451,349,384,513,620
pdf_resume_1643,Data Analyst.txt,181,162,192,140,591
pdf_resume_1646,Data Analyst.txt,487,697,788,650,575
pdf_resume_1649,Data Analyst.txt,717,697,726,650,478
pdf_resume_165,Data Analyst.txt,137,174,394,251,216
pdf_resume_1662,Data Analyst.txt,320,166,241,488,128
pdf_resume_1675,Data Analyst.txt,119,525,164,441,382
pdf_resume_1682,Data Analyst.txt,602,443,206,344,179
pdf_resume_1692,Data Analyst.txt,198,593,275,357,631
pdf_resume_1694,Data Analyst.txt,530,308,454,562,406
pdf_resume_171,Data Analyst.txt,395,398,546,377,285
pdf_resume_1710,Data Analyst.txt,87,59,70,22,216
pdf_resume_1715,Data Analyst.txt,284,239,412,404,324
pdf_resume_1717,Data Analyst.txt,103,300,180,69,484
pdf_resume_1720,Data Analyst.txt,169,164,227,170,208
pdf_resume_1724,Data Analyst.txt,457,640,489,481,737
pdf_resume_1726,Data Analyst.txt,824,824,620,819,768
pdf_resume_1728,Data Analyst.txt,208,460,261,305,551
pdf_resume_173,Data Analyst.txt,168,245,270,186,391
pdf_resume_1730,Data Analyst.txt,153,331,98,173,484
pdf_resume_1732,Data Analyst.txt,607,697,788,547,346
pdf_resume_1738,Data Analyst.txt,258,150,118,143,220
pdf_resume_1739,Data Analyst.txt,444,510,583,371,382
pdf_resume_1740,Data Analyst.txt,503,456,363,453,541
pdf_resume_1741,Data Analyst.txt,783,697,788,764,620
pdf_resume_1747,Data Analyst.txt,741,207,298,351,260
pdf_resume_1754,Data Analyst.txt,150,77,171,151,354
pdf_resume_176,Data Analyst.txt,652,525,436,392,406
pdf_resume_1767,Data Analyst.txt,825,755,738,904,735
pdf_resume_1772,Data Analyst.txt,323,538,484,423,657
pdf_resume_1775,Data Analyst.txt,732,604,828,334,792
pdf_resume_1782,Data Analyst.txt,746,787,473,592,743
pdf_resume_179,Data Analyst.txt,500,269,373,589,141
pdf_resume_1792,Data Analyst.txt,107,398,136,133,260
pdf_resume_1793,Data Analyst.txt,924,889,923,924,906
pdf_resume_1794,Data Analyst.txt,234,401,259,371,274
pdf_resume_180,Data Analyst.txt,388,500,546,470,438
pdf_resume_1802,Data Analyst.txt,432,208,219,404,84
pdf_resume_1803,Data Analyst.txt,211,820,323,279,723
pdf_resume_1804,Data Analyst.txt,42,303,81,168,141
pdf_resume_1806,Data Analyst.txt,613,640,611,823,528
pdf_resume_1815,Data Analyst.txt,650,604,838,843,783
pdf_resume_1816,Data Analyst.txt,227,114,117,241,53
pdf_resume_1823,Data Analyst.txt,849,889,852,853,803
pdf_resume_1824,Data Analyst.txt,849,889,852,853,820
pdf_resume_1829,Data Analyst.txt,594,697,788,660,697
pdf_resume_1838,Data Analyst.txt,388,285,300,237,307
pdf_resume_1839,Data Analyst.txt,385,741,394,447,670
pdf_resume_1842,Data Analyst.txt,206,557,338,239,575
pdf_resume_1847,Data Analyst.txt,58,126,67,57,53
pdf_resume_1856,Data Analyst.txt,783,697,788,764,697
pdf_resume_186,Data Analyst.txt,457,308,381,441,551
pdf_resume_1861,Data Analyst.txt,269,216,134,164,484
pdf_resume_1864,Data Analyst.txt,639,572,627,397,631
pdf_resume_1875,Data Analyst.txt,843,794,837,830,896
pdf_resume_1881,Data Analyst.txt,500,271,516,266,771
pdf_resume_1887,Data Analyst.txt,61,41,36,25,14
pdf_resume_1889,Data Analyst.txt,699,697,643,713,472
pdf_resume_189,Data Analyst.txt,113,30,42,125,70
pdf_resume_1892,Data Analyst.txt,58,24,74,49,57
pdf_resume_1899,Data Analyst.txt,25,74,17,32,5
pdf_resume_19,Data Analyst.txt,34,21,20,21,4
pdf_resume_1902,Data Analyst.txt,581,889,618,488,732
pdf_resume_1915,Data Analyst.txt,562,525,399,611,478
pdf_resume_192,Data Analyst.txt,546,582,353,676,798
pdf_resume_1928,Data Analyst.txt,172,119,281,98,307
pdf_resume_1929,Data Analyst.txt,55,83,78,72,191
pdf_resume_1937,Data Analyst.txt,45,70,63,34,191
pdf_resume_1941,Data Analyst.txt,287,210,261,516,150
pdf_resume_1945,Data Analyst.txt,211,105,134,154,150
pdf_resume_1947,Data Analyst.txt,783,697,788,764,743
pdf_resume_1949,Data Analyst.txt,614,782,536,524,670
pdf_resume_1952,Data Analyst.txt,43,235,118,16,67
pdf_resume_1959,Data Analyst.txt,128,124,326,133,197
pdf_resume_1961,Data Analyst.txt,783,697,720,764,697
pdf_resume_1967,Data Analyst.txt,380,364,520,341,307
pdf_resume_1969,Data Analyst.txt,817,761,813,696,792
pdf_resume_197,Data Analyst.txt,401,620,314,431,433
pdf_resume_1976,Data Analyst.txt,752,808,816,807,838
pdf_resume_1978,Data Analyst.txt,546,422,250,365,562
pdf_resume_1984,Data Analyst.txt,505,436,558,596,427
pdf_resume_1988,Data Analyst.txt,477,168,445,286,114
pdf_resume_1989,Data Analyst.txt,679,889,643,728,756
pdf_resume_1993,Data Analyst.txt,432,306,593,426,266
pdf_resume_1994,Data Analyst.txt,562,510,588,543,382
pdf_resume_1995,Data Analyst.txt,87,31,86,106,92
pdf_resume_1996,Data Analyst.txt,422,225,531,541,36
pdf_resume_1998,Data Analyst.txt,518,578,564,301,541
pdf_resume_20,Data Analyst.txt,152,105,141,154,296
pdf_resume_2005,Data Analyst.txt,264,235,224,148,17
pdf_resume_2007,Data Analyst.txt,36,15,27,43,47
pdf_resume_2008,Data Analyst.txt,41,34,25,66,42
pdf_resume_2009,Data Analyst.txt,139,47,115,112,92
pdf_resume_201,Data Analyst.txt,105,96,64,115,61
pdf_resume_2010,Data Analyst.txt,66,51,45,191,84
pdf_resume_2011,Data Analyst.txt,28,21,17,19,36
pdf_resume_2012,Data Analyst.txt,513,464,829,701,551
pdf_resume_2013,Data Analyst.txt,143,59,125,246,111
pdf_resume_2014,Data Analyst.txt,596,697,572,624,465
pdf_resume_2015,Data Analyst.txt,191,277,338,464,368
pdf_resume_2020,Data Analyst.txt,401,86,196,231,368
pdf_resume_2022,Data Analyst.txt,487,318,508,596,274
pdf_resume_2025,Data Analyst.txt,388,370,176,547,346
pdf_resume_2027,Data Analyst.txt,274,201,204,303,132
pdf_resume_2035,Data Analyst.txt,277,549,420,259,335
pdf_resume_204,Data Analyst.txt,745,540,757,728,868
pdf_resume_2040,Data Analyst.txt,546,340,389,455,374
pdf_resume_2041,Data Analyst.txt,496,773,824,681,872
pdf_resume_2042,Data Analyst.txt,924,889,923,924,932
pdf_resume_2043,Data Analyst.txt,588,318,705,660,302
pdf_resume_2044,Data Analyst.txt,849,889,852,853,856
pdf_resume_2052,Data Analyst.txt,32,94,48,30,150
pdf_resume_2053,Data Analyst.txt,313,500,401,259,346
pdf_resume_2061,Data Analyst.txt,728,640,625,814,528
pdf_resume_2062,Data Analyst.txt,185,254,167,98,202
pdf_resume_2064,Data Analyst.txt,884,889,896,897,913
pdf_resume_2070,Data Analyst.txt,783,697,788,764,751
pdf_resume_2071,Data Analyst.txt,49,36,24,59,2
pdf_resume_2074,Data Analyst.txt,375,336,456,693,296
pdf_resume_2075,Data Analyst.txt,201,114,287,143,251
pdf_resume_2077,Data Analyst.txt,523,189,319,521,427
pdf_resume_2078,Data Analyst.txt,835,456,834,699,642
pdf_resume_2079,Data Analyst.txt,699,525,643,713,585
pdf_resume_2086,Data Analyst.txt,534,439,378,221,427
pdf_resume_2089,Data Analyst.txt,352,808,381,470,723
pdf_resume_209,Data Analyst.txt,669,629,700,803,585
pdf_resume_2094,Data Analyst.txt,723,889,874,567,810
pdf_resume_2104,Data Analyst.txt,473,410,349,458,84
pdf_resume_2106,Data Analyst.txt,457,308,381,441,551
pdf_resume_2129,Data Analyst.txt,428,475,363,361,324
pdf_resume_2141,Data Analyst.txt,437,193,493,580,208
pdf_resume_2145,Data Analyst.txt,539,467,353,611,315
pdf_resume_2149,Data Analyst.txt,468,525,504,611,391
pdf_resume_215,Data Analyst.txt,523,129,554,587,399
pdf_resume_2157,Data Analyst.txt,607,482,464,699,391
pdf_resume_2160,Data Analyst.txt,534,455,495,590,495
pdf_resume_2162,Data Analyst.txt,177,159,144,91,42
pdf_resume_2164,Data Analyst.txt,121,41,102,53,97
pdf_resume_2167,Data Analyst.txt,313,225,237,357,172
pdf_resume_2168,Data Analyst.txt,509,600,686,397,444
pdf_resume_2172,Data Analyst.txt,410,394,424,572,710
pdf_resume_2179,Data Analyst.txt,414,525,593,404,391
pdf_resume_2189,Data Analyst.txt,637,609,387,246,324
pdf_resume_219,Data Analyst.txt,214,561,439,276,438
pdf_resume_2197,Data Analyst.txt,814,889,755,841,820
pdf_resume_2198,Data Analyst.txt,17,82,9,168,3
pdf_resume_22,Data Analyst.txt,363,196,278,464,208
pdf_resume_2212,Data Analyst.txt,444,561,520,423,484
pdf_resume_2217,Data Analyst.txt,724,629,593,846,382
pdf_resume_2218,Data Analyst.txt,271,229,363,314,562
pdf_resume_2219,Data Analyst.txt,417,488,326,570,484
pdf_resume_2221,Data Analyst.txt,457,640,489,481,763
pdf_resume_2222,Data Analyst.txt,451,288,413,532,591
pdf_resume_2224,Data Analyst.txt,602,697,643,596,598
pdf_resume_2225,Data Analyst.txt,355,443,484,319,703
pdf_resume_2230,Data Analyst.txt,406,203,394,507,266
pdf_resume_2233,Data Analyst.txt,284,549,451,305,335
pdf_resume_2244,Data Analyst.txt,924,889,923,924,893
pdf_resume_225,Data Analyst.txt,817,889,874,684,827
pdf_resume_2251,Data Analyst.txt,647,416,821,865,723
pdf_resume_2257,Data Analyst.txt,240,544,308,532,562
pdf_resume_2258,Data Analyst.txt,191,81,189,334,158
pdf_resume_226,Data Analyst.txt,157,308,245,179,495
pdf_resume_2261,Data Analyst.txt,349,597,607,686,756
pdf_resume_2265,Data Analyst.txt,650,650,710,805,535
pdf_resume_2267,Data Analyst.txt,100,201,185,197,158
pdf_resume_2269,Data Analyst.txt,554,510,470,554,415
pdf_resume_228,Data Analyst.txt,908,651,742,805,707
pdf_resume_2281,Data Analyst.txt,234,422,188,501,382
pdf_resume_2285,Data Analyst.txt,298,514,373,202,465
pdf_resume_2292,Data Analyst.txt,126,506,236,95,415
pdf_resume_2300,Data Analyst.txt,588,262,326,567,541
pdf_resume_2301,Data Analyst.txt,498,697,643,481,631
pdf_resume_2305,Data Analyst.txt,20,9,20,46,27
pdf_resume_2307,Data Analyst.txt,9,6,12,26,53
pdf_resume_2316,Data Analyst.txt,166,525,511,149,663
pdf_resume_2322,Data Analyst.txt,237,165,178,332,179
pdf_resume_2324,Data Analyst.txt,143,213,311,127,233
pdf_resume_2325,Data Analyst.txt,783,697,788,764,517
pdf_resume_2326,Data Analyst.txt,732,889,831,812,846
pdf_resume_2328,Data Analyst.txt,134,119,83,319,346
pdf_resume_2331,Data Analyst.txt,487,318,508,596,239
pdf_resume_2333,Data Analyst.txt,368,219,192,461,689
pdf_resume_2336,Data Analyst.txt,679,609,368,713,285
pdf_resume_2340,Data Analyst.txt,359,88,464,98,239
pdf_resume_2346,Data Analyst.txt,710,697,572,492,562
pdf_resume_2353,Data Analyst.txt,647,588,655,764,507
pdf_resume_2354,Data Analyst.txt,163,410,278,146,335
pdf_resume_2366,Data Analyst.txt,699,697,643,713,620
pdf_resume_2367,Data Analyst.txt,14,109,58,46,150
pdf_resume_2385,Data Analyst.txt,258,396,231,435,361
pdf_resume_2389,Data Analyst.txt,783,567,788,764,541
pdf_resume_2394,Data Analyst.txt,471,752,615,451,551
pdf_resume_2395,Data Analyst.txt,359,98,481,363,285
pdf_resume_2398,Data Analyst.txt,98,377,150,305,335
pdf_resume_2405,Data Analyst.txt,183,235,196,136,64
pdf_resume_241,Data Analyst.txt,849,889,852,853,901
pdf_resume_242,Data Analyst.txt,320,640,476,562,472
pdf_resume_2420,Data Analyst.txt,581,889,618,488,732
pdf_resume_2423,Data Analyst.txt,468,336,338,587,230
pdf_resume_2437,Data Analyst.txt,231,482,360,168,631
pdf_resume_2441,Data Analyst.txt,867,889,874,865,906
pdf_resume_2445,Data Analyst.txt,279,525,307,225,495
pdf_resume_2447,Data Analyst.txt,222,170,227,377,162
pdf_resume_2449,Data Analyst.txt,38,150,86,85,208
pdf_resume_2452,Data Analyst.txt,55,83,78,72,191
pdf_resume_2453,Data Analyst.txt,324,173,420,413,150
pdf_resume_2454,Data Analyst.txt,830,889,899,794,775
pdf_resume_2455,Data Analyst.txt,115,264,94,251,260
pdf_resume_2462,Data Analyst.txt,763,609,575,783,374
pdf_resume_2464,Data Analyst.txt,211,105,134,154,150
pdf_resume_2468,Data Analyst.txt,359,216,303,292,162
pdf_resume_2469,Data Analyst.txt,614,782,536,524,670
pdf_resume_247,Data Analyst.txt,616,615,622,431,861
pdf_resume_2472,Data Analyst.txt,289,391,192,423,346
pdf_resume_2478,Data Analyst.txt,128,124,326,133,197
pdf_resume_2490,Data Analyst.txt,24,111,80,11,10
pdf_resume_2492,Data Analyst.txt,464,405,493,554,438
pdf_resume_2494,Data Analyst.txt,100,303,185,122,202
pdf_resume_2499,Data Analyst.txt,505,436,558,596,427
pdf_resume_2503,Data Analyst.txt,669,808,662,736,723
pdf_resume_2509,Data Analyst.txt,679,889,643,728,756
pdf_resume_2511,Data Analyst.txt,783,697,726,764,427
pdf_resume_2515,Data Analyst.txt,54,127,140,154,176
pdf_resume_2517,Data Analyst.txt,246,697,407,347,517
pdf_resume_2518,Data Analyst.txt,139,364,125,206,42
pdf_resume_2520,Data Analyst.txt,422,225,531,541,36
pdf_resume_2531,Data Analyst.txt,257,199,219,109,128
pdf_resume_2536,Data Analyst.txt,457,510,293,485,296
pdf_resume_2540,Data Analyst.txt,924,755,923,894,913
pdf_resume_2545,Data Analyst.txt,898,889,899,891,846
pdf_resume_2547,Data Analyst.txt,840,776,744,828,598
pdf_resume_255,Data Analyst.txt,578,283,720,411,415
pdf_resume_2550,Data Analyst.txt,333,254,264,341,42
pdf_resume_2554,Data Analyst.txt,783,697,788,764,598
pdf_resume_2560,Data Analyst.txt,546,340,389,455,374
pdf_resume_2561,Data Analyst.txt,685,427,439,381,421
pdf_resume_2563,Data Analyst.txt,546,889,611,564,714
pdf_resume_2564,Data Analyst.txt,224,697,338,268,465
pdf_resume_2567,Data Analyst.txt,717,697,788,650,453
pdf_resume_2569,Data Analyst.txt,32,94,48,30,150
pdf_resume_2570,Data Analyst.txt,496,482,598,308,324
pdf_resume_2571,Data Analyst.txt,514,482,439,686,302
pdf_resume_2572,Data Analyst.txt,375,340,456,693,361
pdf_resume_2578,Data Analyst.txt,728,640,625,814,528
pdf_resume_2583,Data Analyst.txt,821,416,839,833,792
pdf_resume_2587,Data Analyst.txt,924,889,923,924,932
pdf_resume_2589,Data Analyst.txt,163,281,142,251,136
pdf_resume_2592,Data Analyst.txt,246,697,692,112,285
pdf_resume_2593,Data Analyst.txt,699,697,643,713,478
pdf_resume_2595,Data Analyst.txt,252,328,290,449,453
pdf_resume_2597,Data Analyst.txt,924,889,923,924,932
pdf_resume_2598,Data Analyst.txt,373,430,432,413,315
pdf_resume_2599,Data Analyst.txt,817,761,905,817,883
pdf_resume_2600,Data Analyst.txt,783,697,788,764,751
pdf_resume_2616,Data Analyst.txt,169,352,243,87,208
pdf_resume_2622,Data Analyst.txt,327,575,281,611,637
pdf_resume_2623,Data Analyst.txt,699,697,643,713,620
pdf_resume_2625,Data Analyst.txt,410,348,349,151,507
pdf_resume_2627,Data Analyst.txt,867,889,874,865,707
pdf_resume_2637,Data Analyst.txt,177,391,213,317,697
pdf_resume_2638,Data Analyst.txt,441,422,624,696,361
pdf_resume_2639,Data Analyst.txt,281,549,420,264,324
pdf_resume_264,Data Analyst.txt,867,833,874,798,751
pdf_resume_2642,Data Analyst.txt,482,697,470,638,433
pdf_resume_2643,Data Analyst.txt,924,824,892,924,861
pdf_resume_2645,Data Analyst.txt,263,172,112,197,197
pdf_resume_2646,Data Analyst.txt,305,177,248,580,167
pdf_resume_2650,Data Analyst.txt,829,525,739,591,495
pdf_resume_2651,Data Analyst.txt,924,889,923,924,932
pdf_resume_2656,Data Analyst.txt,699,697,643,713,657
pdf_resume_2657,Data Analyst.txt,752,585,489,576,535
pdf_resume_2658,Data Analyst.txt,305,152,214,272,162
pdf_resume_266,Data Analyst.txt,924,889,891,909,810
pdf_resume_2663,Data Analyst.txt,539,467,353,611,315
pdf_resume_2669,Data Analyst.txt,886,830,885,901,763
pdf_resume_267,Data Analyst.txt,246,561,404,206,324
pdf_resume_2670,Data Analyst.txt,724,889,657,733,763
pdf_resume_2673,Data Analyst.txt,924,889,923,924,868
pdf_resume_2675,Data Analyst.txt,441,242,593,554,296
pdf_resume_2678,Data Analyst.txt,878,654,852,746,932
pdf_resume_2680,Data Analyst.txt,809,889,750,837,831
pdf_resume_2683,Data Analyst.txt,643,266,811,431,453
pdf_resume_2687,Data Analyst.txt,313,225,237,357,172
pdf_resume_2690,Data Analyst.txt,509,600,686,397,444
pdf_resume_2692,Data Analyst.txt,747,787,733,821,710
pdf_resume_2695,Data Analyst.txt,89,78,57,102,11
pdf_resume_2696,Data Analyst.txt,730,782,826,803,788
pdf_resume_2697,Data Analyst.txt,406,808,558,739,814
pdf_resume_2701,Data Analyst.txt,241,436,343,88,361
pdf_resume_2702,Data Analyst.txt,95,102,129,81,335
pdf_resume_2704,Data Analyst.txt,562,525,404,611,448
pdf_resume_2705,Data Analyst.txt,676,889,852,681,846
pdf_resume_2706,Data Analyst.txt,809,889,750,837,831
pdf_resume_2707,Data Analyst.txt,699,697,788,764,551
pdf_resume_2709,Data Analyst.txt,100,138,105,197,121
pdf_resume_2713,Data Analyst.txt,814,889,755,841,820
pdf_resume_2716,Data Analyst.txt,347,229,525,231,285
pdf_resume_272,Data Analyst.txt,77,59,45,189,84
pdf_resume_2722,Data Analyst.txt,924,889,923,924,851
pdf_resume_2723,Data Analyst.txt,340,889,541,501,657
pdf_resume_2727,Data Analyst.txt,717,697,788,527,642
pdf_resume_2728,Data Analyst.txt,468,156,410,274,97
pdf_resume_2730,Data Analyst.txt,523,318,575,541,453
pdf_resume_2731,Data Analyst.txt,539,259,384,322,324
pdf_resume_2733,Data Analyst.txt,410,245,210,495,239
pdf_resume_2734,Data Analyst.txt,643,752,697,384,637
pdf_resume_2739,Data Analyst.txt,406,203,394,507,266
pdf_resume_2741,Data Analyst.txt,783,429,788,551,562
pdf_resume_2744,Data Analyst.txt,699,697,525,602,507
pdf_resume_2747,Data Analyst.txt,507,449,659,560,591
pdf_resume_2756,Data Analyst.txt,437,540,311,431,495
pdf_resume_2759,Data Analyst.txt,261,353,319,333,415
pdf_resume_2767,Data Analyst.txt,301,364,229,404,70
pdf_resume_277,Data Analyst.txt,477,618,498,461,517
pdf_resume_2770,Data Analyst.txt,349,597,607,686,756
pdf_resume_2780,Data Analyst.txt,783,697,788,666,604
pdf_resume_2782,Data Analyst.txt,617,336,607,470,650
pdf_resume_279,Data Analyst.txt,246,427,202,237,76
pdf_resume_2790,Data Analyst.txt,539,394,671,837,751
pdf_resume_2796,Data Analyst.txt,239,740,346,495,663
pdf_resume_2800,Data Analyst.txt,669,629,700,865,637
pdf_resume_2812,Data Analyst.txt,468,525,513,501,528
pdf_resume_2814,Data Analyst.txt,757,889,852,787,886
pdf_resume_2817,Data Analyst.txt,867,889,874,865,886
pdf_resume_2819,Data Analyst.txt,134,152,198,61,184
pdf_resume_2823,Data Analyst.txt,333,697,429,404,670
pdf_resume_2824,Data Analyst.txt,643,405,705,537,747
pdf_resume_2828,Data Analyst.txt,783,697,692,764,472
pdf_resume_283,Data Analyst.txt,849,889,768,853,865
pdf_resume_2830,Data Analyst.txt,783,697,788,764,763
pdf_resume_2831,Data Analyst.txt,173,205,88,295,382
pdf_resume_2837,Data Analyst.txt,301,372,345,311,444
pdf_resume_2838,Data Analyst.txt,717,697,788,650,591
pdf_resume_2840,Data Analyst.txt,264,86,104,109,181
pdf_resume_2841,Data Analyst.txt,422,259,434,159,104
pdf_resume_285,Data Analyst.txt,159,141,187,81,19
pdf_resume_2852,Data Analyst.txt,163,410,278,146,335
pdf_resume_2856,Data Analyst.txt,821,889,885,798,856
pdf_resume_2858,Data Analyst.txt,883,889,865,901,872
pdf_resume_2861,Data Analyst.txt,558,697,338,713,551
pdf_resume_2865,Data Analyst.txt,643,549,671,702,631
pdf_resume_2867,Data Analyst.txt,85,525,112,193,368
pdf_resume_2870,Data Analyst.txt,95,159,81,137,415
pdf_resume_2872,Data Analyst.txt,657,525,593,676,230
pdf_resume_2886,Data Analyst.txt,710,697,572,492,562
pdf_resume_2888,Data Analyst.txt,422,279,442,634,315
pdf_resume_2889,Data Analyst.txt,924,755,923,894,879
pdf_resume_289,Data Analyst.txt,110,59,121,115,116
pdf_resume_2891,Data Analyst.txt,908,889,923,897,893
pdf_resume_2896,Data Analyst.txt,428,536,520,477,551
pdf_resume_2898,Data Analyst.txt,717,697,788,650,472
pdf_resume_2899,Data Analyst.txt,148,336,125,178,507
pdf_resume_29,Data Analyst.txt,881,572,831,884,779
pdf_resume_2903,Data Analyst.txt,906,889,923,810,875
pdf_resume_2904,Data Analyst.txt,906,889,923,810,875
pdf_resume_291,Data Analyst.txt,70,41,94,62,184
pdf_resume_2916,Data Analyst.txt,924,889,923,924,932
pdf_resume_2919,Data Analyst.txt,82,168,98,120,47
pdf_resume_2921,Data Analyst.txt,35,105,74,76,53
pdf_resume_2926,Data Analyst.txt,617,474,578,577,609
pdf_resume_2927,Data Analyst.txt,329,470,358,216,285
pdf_resume_2930,Data Analyst.txt,95,27,108,81,104
pdf_resume_2935,Data Analyst.txt,699,697,643,713,580
pdf_resume_2937,Data Analyst.txt,85,225,182,193,399
pdf_resume_2945,Data Analyst.txt,111,112,185,36,92
pdf_resume_2946,Data Analyst.txt,570,525,710,567,444
pdf_resume_2950,Data Analyst.txt,867,824,885,877,779
pdf_resume_2953,Data Analyst.txt,320,245,272,501,117
pdf_resume_2966,Data Analyst.txt,163,254,218,159,70
pdf_resume_2967,Data Analyst.txt,298,364,223,547,176
pdf_resume_2969,Data Analyst.txt,625,769,686,638,580
pdf_resume_297,Data Analyst.txt,131,54,112,251,104
pdf_resume_2972,Data Analyst.txt,267,452,495,470,302
pdf_resume_2973,Data Analyst.txt,231,132,92,149,119
pdf_resume_2975,Data Analyst.txt,269,824,343,337,663
pdf_resume_2978,Data Analyst.txt,155,232,163,57,208
pdf_resume_298,Data Analyst.txt,867,889,885,877,783
pdf_resume_2981,Data Analyst.txt,554,364,564,634,104
pdf_resume_2983,Data Analyst.txt,783,410,788,642,448
pdf_resume_2985,Data Analyst.txt,291,447,270,341,670
pdf_resume_2987,Data Analyst.txt,783,697,788,764,591
pdf_resume_2988,Data Analyst.txt,492,697,643,366,465
pdf_resume_2989,Data Analyst.txt,383,288,373,324,663
pdf_resume_299,Data Analyst.txt,562,387,476,537,374
pdf_resume_2990,Data Analyst.txt,625,769,686,638,535
pdf_resume_2994,Data Analyst.txt,246,697,407,347,714
pdf_resume_2996,Data Analyst.txt,457,492,363,354,307
pdf_resume_2997,Data Analyst.txt,610,554,622,551,689
pdf_resume_3005,Data Analyst.txt,401,620,314,418,495
pdf_resume_3006,Data Analyst.txt,842,787,740,722,747
pdf_resume_3007,Data Analyst.txt,336,624,474,418,507
pdf_resume_3011,Data Analyst.txt,457,648,347,740,495
pdf_resume_3016,Data Analyst.txt,625,797,536,628,714
pdf_resume_3021,Data Analyst.txt,669,525,616,798,495
pdf_resume_3024,Data Analyst.txt,365,271,410,455,620
pdf_resume_3025,Data Analyst.txt,139,364,125,206,42
pdf_resume_3032,Data Analyst.txt,298,808,686,501,820
pdf_resume_31,Data Analyst.txt,12,71,8,6,8
pdf_resume_310,Data Analyst.txt,523,820,627,704,810
pdf_resume_312,Data Analyst.txt,554,184,665,329,541
pdf_resume_313,Data Analyst.txt,75,38,38,38,27
pdf_resume_315,Data Analyst.txt,274,549,243,329,296
pdf_resume_317,Data Analyst.txt,783,697,607,660,448
pdf_resume_319,Data Analyst.txt,662,623,676,688,324
pdf_resume_325,Data Analyst.txt,342,747,239,180,756
pdf_resume_329,Data Analyst.txt,685,567,715,384,172
pdf_resume_332,Data Analyst.txt,855,749,631,872,657
pdf_resume_334,Data Analyst.txt,333,561,358,295,406
pdf_resume_338,Data Analyst.txt,685,416,720,634,575
pdf_resume_342,Data Analyst.txt,710,697,572,624,609
pdf_resume_343,Data Analyst.txt,204,179,137,130,30
pdf_resume_345,Data Analyst.txt,669,262,715,394,484
pdf_resume_349,Data Analyst.txt,629,318,528,451,459
pdf_resume_350,Data Analyst.txt,216,170,311,241,141
pdf_resume_351,Data Analyst.txt,457,492,611,547,528
pdf_resume_356,Data Analyst.txt,831,625,554,782,798
pdf_resume_358,Data Analyst.txt,924,818,810,808,895
pdf_resume_359,Data Analyst.txt,352,193,256,617,391
pdf_resume_36,Data Analyst.txt,284,611,481,443,756
pdf_resume_361,Data Analyst.txt,396,398,304,435,361
pdf_resume_363,Data Analyst.txt,657,452,694,624,683
pdf_resume_367,Data Analyst.txt,272,585,309,423,415
