resume_id,job_id,all-mpnet-base-v2_score,paraphrase-MiniLM-L6-v2_score,all-MiniLM-L12-v1_score,all-roberta-large-v1_score,bert_base_nli_mean_tokens_score
pdf_resume_2741,Full-stack Developer.txt,0.315,0.474,0.365,0.423,0.826
pdf_resume_2744,Full-stack Developer.txt,0.384,0.212,0.384,0.306,0.807
pdf_resume_2747,Full-stack Developer.txt,0.443,0.286,0.382,0.437,0.792
pdf_resume_2756,Full-stack Developer.txt,0.473,0.163,0.457,0.417,0.76
pdf_resume_2759,Full-stack Developer.txt,0.396,0.349,0.502,0.399,0.774
pdf_resume_2767,Full-stack Developer.txt,0.511,0.274,0.513,0.378,0.831
pdf_resume_277,Full-stack Developer.txt,0.551,0.47,0.529,0.512,0.766
pdf_resume_2770,Full-stack Developer.txt,0.482,0.329,0.451,0.336,0.761
pdf_resume_2780,Full-stack Developer.txt,0.45,0.418,0.451,0.366,0.827
pdf_resume_2782,Full-stack Developer.txt,0.523,0.541,0.53,0.447,0.785
pdf_resume_279,Full-stack Developer.txt,0.39,0.212,0.453,0.355,0.818
pdf_resume_2790,Full-stack Developer.txt,0.214,0.35,0.293,0.234,0.724
pdf_resume_2796,Full-stack Developer.txt,0.67,0.499,0.682,0.575,0.825
pdf_resume_2800,Full-stack Developer.txt,0.351,0.19,0.343,0.266,0.766
pdf_resume_2812,Full-stack Developer.txt,0.453,0.283,0.447,0.364,0.803
pdf_resume_2814,Full-stack Developer.txt,0.345,0.162,0.344,0.314,0.722
pdf_resume_2817,Full-stack Developer.txt,0.32,0.0,0.31,0.236,0.737
pdf_resume_2819,Full-stack Developer.txt,0.589,0.421,0.516,0.5,0.837
pdf_resume_2823,Full-stack Developer.txt,0.455,0.331,0.467,0.368,0.803
pdf_resume_2824,Full-stack Developer.txt,0.452,0.41,0.361,0.428,0.771
pdf_resume_2828,Full-stack Developer.txt,0.439,0.384,0.493,0.399,0.788
pdf_resume_283,Full-stack Developer.txt,0.276,0.0,0.334,0.229,0.74
pdf_resume_2830,Full-stack Developer.txt,0.237,0.245,0.319,0.225,0.758
pdf_resume_2831,Full-stack Developer.txt,0.51,0.311,0.501,0.28,0.787
pdf_resume_2837,Full-stack Developer.txt,0.543,0.368,0.48,0.476,0.777
pdf_resume_2838,Full-stack Developer.txt,0.417,0.341,0.405,0.38,0.8
pdf_resume_2840,Full-stack Developer.txt,0.585,0.686,0.664,0.618,0.854
pdf_resume_2841,Full-stack Developer.txt,0.467,0.361,0.461,0.514,0.832
pdf_resume_285,Full-stack Developer.txt,0.679,0.539,0.662,0.576,0.876
pdf_resume_2852,Full-stack Developer.txt,0.644,0.549,0.575,0.547,0.852
pdf_resume_2856,Full-stack Developer.txt,0.26,0.113,0.306,0.248,0.727
pdf_resume_2858,Full-stack Developer.txt,0.251,0.079,0.233,0.214,0.731
pdf_resume_2861,Full-stack Developer.txt,0.454,0.304,0.472,0.306,0.809
pdf_resume_2865,Full-stack Developer.txt,0.44,0.38,0.377,0.392,0.793
pdf_resume_2867,Full-stack Developer.txt,0.617,0.284,0.618,0.481,0.824
pdf_resume_2870,Full-stack Developer.txt,0.696,0.577,0.7,0.61,0.822
pdf_resume_2872,Full-stack Developer.txt,0.49,0.474,0.487,0.396,0.847
pdf_resume_2886,Full-stack Developer.txt,0.427,0.381,0.424,0.42,0.821
pdf_resume_2888,Full-stack Developer.txt,0.461,0.549,0.533,0.393,0.841
pdf_resume_2889,Full-stack Developer.txt,0.0,0.061,0.0,0.0,0.663
pdf_resume_289,Full-stack Developer.txt,0.65,0.656,0.665,0.632,0.871
pdf_resume_2891,Full-stack Developer.txt,0.129,0.0,0.066,0.129,0.707
pdf_resume_2896,Full-stack Developer.txt,0.476,0.445,0.462,0.434,0.796
pdf_resume_2898,Full-stack Developer.txt,0.402,0.312,0.4,0.393,0.824
pdf_resume_2899,Full-stack Developer.txt,0.513,0.335,0.516,0.436,0.812
pdf_resume_29,Full-stack Developer.txt,0.072,0.266,0.06,0.068,0.72
pdf_resume_2903,Full-stack Developer.txt,0.249,0.114,0.246,0.189,0.747
pdf_resume_2904,Full-stack Developer.txt,0.249,0.114,0.246,0.189,0.747
pdf_resume_291,Full-stack Developer.txt,0.648,0.586,0.639,0.577,0.842
pdf_resume_2916,Full-stack Developer.txt,0.0,0.0,0.0,0.0,0.625
pdf_resume_2919,Full-stack Developer.txt,0.702,0.594,0.719,0.686,0.865
pdf_resume_2921,Full-stack Developer.txt,0.776,0.715,0.776,0.755,0.892
pdf_resume_2926,Full-stack Developer.txt,0.407,0.343,0.398,0.335,0.768
pdf_resume_2927,Full-stack Developer.txt,0.381,0.133,0.372,0.357,0.779
pdf_resume_2930,Full-stack Developer.txt,0.683,0.703,0.672,0.597,0.887
pdf_resume_2935,Full-stack Developer.txt,0.319,0.27,0.379,0.29,0.788
pdf_resume_2937,Full-stack Developer.txt,0.569,0.405,0.543,0.404,0.802
pdf_resume_2945,Full-stack Developer.txt,0.61,0.482,0.677,0.584,0.853
pdf_resume_2946,Full-stack Developer.txt,0.468,0.283,0.452,0.433,0.805
pdf_resume_2950,Full-stack Developer.txt,0.245,0.062,0.276,0.227,0.744
pdf_resume_2953,Full-stack Developer.txt,0.471,0.38,0.48,0.442,0.838
pdf_resume_2966,Full-stack Developer.txt,0.69,0.592,0.655,0.677,0.878
pdf_resume_2967,Full-stack Developer.txt,0.511,0.212,0.513,0.378,0.819
pdf_resume_2969,Full-stack Developer.txt,0.396,0.348,0.38,0.35,0.779
pdf_resume_297,Full-stack Developer.txt,0.643,0.668,0.662,0.536,0.853
pdf_resume_2972,Full-stack Developer.txt,0.477,0.332,0.427,0.272,0.803
pdf_resume_2973,Full-stack Developer.txt,0.489,0.386,0.518,0.453,0.814
pdf_resume_2975,Full-stack Developer.txt,0.541,0.286,0.514,0.485,0.756
pdf_resume_2978,Full-stack Developer.txt,0.61,0.461,0.55,0.559,0.816
pdf_resume_298,Full-stack Developer.txt,0.333,0.0,0.299,0.239,0.751
pdf_resume_2981,Full-stack Developer.txt,0.384,0.274,0.384,0.373,0.827
pdf_resume_2983,Full-stack Developer.txt,0.395,0.331,0.37,0.301,0.795
pdf_resume_2985,Full-stack Developer.txt,0.535,0.395,0.509,0.423,0.768
pdf_resume_2987,Full-stack Developer.txt,0.384,0.212,0.384,0.306,0.809
pdf_resume_2988,Full-stack Developer.txt,0.513,0.427,0.436,0.545,0.812
pdf_resume_2989,Full-stack Developer.txt,0.433,0.318,0.456,0.316,0.76
pdf_resume_299,Full-stack Developer.txt,0.405,0.351,0.382,0.373,0.768
pdf_resume_2990,Full-stack Developer.txt,0.374,0.365,0.373,0.275,0.776
pdf_resume_2994,Full-stack Developer.txt,0.431,0.212,0.362,0.282,0.758
pdf_resume_2996,Full-stack Developer.txt,0.395,0.123,0.394,0.367,0.777
pdf_resume_2997,Full-stack Developer.txt,0.407,0.227,0.376,0.434,0.768
pdf_resume_3005,Full-stack Developer.txt,0.447,0.058,0.439,0.307,0.762
pdf_resume_3006,Full-stack Developer.txt,0.26,0.26,0.337,0.331,0.748
pdf_resume_3007,Full-stack Developer.txt,0.451,0.268,0.4,0.352,0.775
pdf_resume_3011,Full-stack Developer.txt,0.39,0.141,0.394,0.236,0.772
pdf_resume_3016,Full-stack Developer.txt,0.157,0.083,0.221,0.216,0.725
pdf_resume_3021,Full-stack Developer.txt,0.368,0.296,0.345,0.325,0.767
pdf_resume_3024,Full-stack Developer.txt,0.527,0.483,0.571,0.438,0.784
pdf_resume_3025,Full-stack Developer.txt,0.515,0.274,0.521,0.436,0.835
pdf_resume_3032,Full-stack Developer.txt,0.362,0.072,0.218,0.154,0.699
pdf_resume_31,Full-stack Developer.txt,0.597,0.484,0.528,0.508,0.829
pdf_resume_310,Full-stack Developer.txt,0.349,0.066,0.397,0.301,0.736
pdf_resume_312,Full-stack Developer.txt,0.216,0.326,0.163,0.291,0.741
pdf_resume_313,Full-stack Developer.txt,0.662,0.686,0.684,0.641,0.881
pdf_resume_315,Full-stack Developer.txt,0.589,0.428,0.5,0.552,0.812
pdf_resume_317,Full-stack Developer.txt,0.385,0.212,0.441,0.306,0.811
pdf_resume_319,Full-stack Developer.txt,0.336,0.065,0.334,0.239,0.777
pdf_resume_325,Full-stack Developer.txt,0.451,0.15,0.557,0.475,0.742
pdf_resume_329,Full-stack Developer.txt,0.387,0.375,0.392,0.526,0.848
pdf_resume_332,Full-stack Developer.txt,0.388,0.351,0.438,0.333,0.777
pdf_resume_334,Full-stack Developer.txt,0.564,0.55,0.626,0.546,0.877
pdf_resume_338,Full-stack Developer.txt,0.395,0.342,0.392,0.428,0.811
pdf_resume_342,Full-stack Developer.txt,0.411,0.354,0.419,0.418,0.818
pdf_resume_343,Full-stack Developer.txt,0.465,0.338,0.602,0.504,0.826
pdf_resume_345,Full-stack Developer.txt,0.393,0.442,0.443,0.377,0.802
pdf_resume_349,Full-stack Developer.txt,0.21,0.199,0.223,0.285,0.751
pdf_resume_350,Full-stack Developer.txt,0.532,0.418,0.521,0.509,0.832
pdf_resume_351,Full-stack Developer.txt,0.391,0.446,0.434,0.292,0.768
pdf_resume_356,Full-stack Developer.txt,0.143,0.144,0.205,0.194,0.712
pdf_resume_358,Full-stack Developer.txt,0.22,0.126,0.342,0.232,0.686
pdf_resume_359,Full-stack Developer.txt,0.566,0.568,0.625,0.396,0.79
pdf_resume_36,Full-stack Developer.txt,0.433,0.366,0.427,0.412,0.774
pdf_resume_361,Full-stack Developer.txt,0.53,0.39,0.554,0.501,0.815
pdf_resume_363,Full-stack Developer.txt,0.329,0.212,0.392,0.296,0.801
pdf_resume_367,Full-stack Developer.txt,0.535,0.434,0.529,0.493,0.788
pdf_resume_369,Full-stack Developer.txt,0.276,0.0,0.334,0.229,0.723
pdf_resume_374,Full-stack Developer.txt,0.59,0.428,0.572,0.548,0.814
pdf_resume_375,Full-stack Developer.txt,0.584,0.615,0.652,0.549,0.813
pdf_resume_382,Full-stack Developer.txt,0.392,0.22,0.375,0.287,0.76
pdf_resume_383,Full-stack Developer.txt,0.397,0.372,0.485,0.345,0.742
pdf_resume_385,Full-stack Developer.txt,0.251,0.115,0.33,0.156,0.676
pdf_resume_386,Full-stack Developer.txt,0.211,0.351,0.284,0.31,0.734
pdf_resume_387,Full-stack Developer.txt,0.444,0.39,0.499,0.47,0.818
pdf_resume_393,Full-stack Developer.txt,0.142,0.198,0.132,0.135,0.7
pdf_resume_397,Full-stack Developer.txt,0.581,0.664,0.609,0.566,0.875
pdf_resume_398,Full-stack Developer.txt,0.067,0.186,0.0,0.205,0.667
pdf_resume_411,Full-stack Developer.txt,0.458,0.512,0.533,0.384,0.842
pdf_resume_412,Full-stack Developer.txt,0.412,0.282,0.392,0.386,0.813
pdf_resume_413,Full-stack Developer.txt,0.489,0.44,0.514,0.489,0.799
pdf_resume_417,Full-stack Developer.txt,0.529,0.453,0.533,0.43,0.824
pdf_resume_421,Full-stack Developer.txt,0.686,0.711,0.701,0.649,0.88
pdf_resume_424,Full-stack Developer.txt,0.0,0.0,0.058,0.0,0.664
pdf_resume_425,Full-stack Developer.txt,0.648,0.588,0.683,0.5,0.869
pdf_resume_429,Full-stack Developer.txt,0.375,0.193,0.347,0.336,0.758
pdf_resume_430,Full-stack Developer.txt,0.16,0.0,0.2,0.155,0.661
pdf_resume_433,Full-stack Developer.txt,0.563,0.398,0.503,0.494,0.815
pdf_resume_434,Full-stack Developer.txt,0.496,0.537,0.425,0.466,0.804
pdf_resume_441,Full-stack Developer.txt,0.32,0.0,0.31,0.236,0.739
pdf_resume_442,Full-stack Developer.txt,0.759,0.655,0.75,0.733,0.87
pdf_resume_443,Full-stack Developer.txt,0.507,0.52,0.442,0.474,0.754
pdf_resume_444,Full-stack Developer.txt,0.329,0.251,0.33,0.249,0.816
pdf_resume_451,Full-stack Developer.txt,0.387,0.272,0.453,0.306,0.814
pdf_resume_455,Full-stack Developer.txt,0.443,0.273,0.445,0.306,0.804
pdf_resume_459,Full-stack Developer.txt,0.381,0.058,0.375,0.236,0.762
pdf_resume_462,Full-stack Developer.txt,0.417,0.445,0.55,0.405,0.767
pdf_resume_465,Full-stack Developer.txt,0.246,0.0,0.283,0.154,0.731
pdf_resume_470,Full-stack Developer.txt,0.514,0.41,0.586,0.499,0.762
pdf_resume_471,Full-stack Developer.txt,0.38,0.274,0.379,0.433,0.81
pdf_resume_472,Full-stack Developer.txt,0.45,0.418,0.451,0.356,0.851
pdf_resume_473,Full-stack Developer.txt,0.319,0.0,0.312,0.235,0.759
pdf_resume_475,Full-stack Developer.txt,0.457,0.361,0.452,0.43,0.783
pdf_resume_48,Full-stack Developer.txt,0.619,0.617,0.625,0.611,0.864
pdf_resume_481,Full-stack Developer.txt,0.607,0.458,0.62,0.518,0.838
pdf_resume_487,Full-stack Developer.txt,0.466,0.225,0.447,0.384,0.766
pdf_resume_489,Full-stack Developer.txt,0.0,0.058,0.0,0.0,0.676
pdf_resume_490,Full-stack Developer.txt,0.456,0.273,0.439,0.398,0.771
pdf_resume_493,Full-stack Developer.txt,0.531,0.38,0.594,0.569,0.823
pdf_resume_50,Full-stack Developer.txt,0.324,0.099,0.329,0.316,0.74
pdf_resume_505,Full-stack Developer.txt,0.609,0.608,0.611,0.45,0.837
pdf_resume_509,Full-stack Developer.txt,0.361,0.218,0.355,0.367,0.703
pdf_resume_510,Full-stack Developer.txt,0.0,0.058,0.0,0.0,0.671
pdf_resume_512,Full-stack Developer.txt,0.635,0.616,0.629,0.592,0.86
pdf_resume_513,Full-stack Developer.txt,0.59,0.428,0.572,0.548,0.814
pdf_resume_516,Full-stack Developer.txt,0.627,0.63,0.633,0.531,0.851
pdf_resume_518,Full-stack Developer.txt,0.547,0.292,0.565,0.472,0.738
pdf_resume_52,Full-stack Developer.txt,0.537,0.574,0.611,0.472,0.848
pdf_resume_522,Full-stack Developer.txt,0.331,0.239,0.397,0.318,0.807
pdf_resume_524,Full-stack Developer.txt,0.586,0.448,0.568,0.497,0.783
pdf_resume_526,Full-stack Developer.txt,0.065,0.084,0.064,0.07,0.669
pdf_resume_53,Full-stack Developer.txt,0.437,0.071,0.352,0.271,0.697
pdf_resume_531,Full-stack Developer.txt,0.396,0.344,0.38,0.354,0.779
pdf_resume_533,Full-stack Developer.txt,0.469,0.209,0.434,0.463,0.754
pdf_resume_542,Full-stack Developer.txt,0.427,0.063,0.371,0.299,0.733
pdf_resume_55,Full-stack Developer.txt,0.621,0.324,0.498,0.484,0.844
pdf_resume_558,Full-stack Developer.txt,0.403,0.0,0.464,0.3,0.769
pdf_resume_563,Full-stack Developer.txt,0.211,0.351,0.284,0.31,0.734
pdf_resume_57,Full-stack Developer.txt,0.457,0.342,0.455,0.364,0.821
pdf_resume_578,Full-stack Developer.txt,0.769,0.739,0.778,0.752,0.887
pdf_resume_579,Full-stack Developer.txt,0.059,0.0,0.0,0.0,0.674
pdf_resume_582,Full-stack Developer.txt,0.389,0.212,0.385,0.309,0.792
pdf_resume_586,Full-stack Developer.txt,0.384,0.165,0.385,0.298,0.762
pdf_resume_587,Full-stack Developer.txt,0.706,0.601,0.696,0.667,0.83
pdf_resume_59,Full-stack Developer.txt,0.439,0.418,0.446,0.356,0.814
pdf_resume_591,Full-stack Developer.txt,0.448,0.215,0.383,0.366,0.706
pdf_resume_597,Full-stack Developer.txt,0.204,0.333,0.343,0.33,0.738
pdf_resume_60,Full-stack Developer.txt,0.62,0.562,0.617,0.542,0.845
pdf_resume_604,Full-stack Developer.txt,0.064,0.137,0.071,0.07,0.63
pdf_resume_61,Full-stack Developer.txt,0.509,0.53,0.567,0.501,0.797
pdf_resume_619,Full-stack Developer.txt,0.079,0.273,0.197,0.066,0.735
pdf_resume_627,Full-stack Developer.txt,0.34,0.314,0.329,0.301,0.741
pdf_resume_63,Full-stack Developer.txt,0.447,0.471,0.391,0.442,0.837
pdf_resume_630,Full-stack Developer.txt,0.397,0.253,0.369,0.387,0.764
pdf_resume_632,Full-stack Developer.txt,0.381,0.254,0.436,0.4,0.784
pdf_resume_638,Full-stack Developer.txt,0.458,0.329,0.488,0.381,0.811
pdf_resume_639,Full-stack Developer.txt,0.446,0.362,0.326,0.433,0.773
pdf_resume_641,Full-stack Developer.txt,0.453,0.277,0.435,0.353,0.767
pdf_resume_643,Full-stack Developer.txt,0.341,0.301,0.314,0.311,0.745
pdf_resume_647,Full-stack Developer.txt,0.448,0.212,0.453,0.365,0.803
pdf_resume_648,Full-stack Developer.txt,0.476,0.387,0.545,0.453,0.824
pdf_resume_657,Full-stack Developer.txt,0.676,0.584,0.68,0.596,0.872
pdf_resume_658,Full-stack Developer.txt,0.494,0.614,0.491,0.552,0.833
pdf_resume_659,Full-stack Developer.txt,0.355,0.245,0.462,0.469,0.746
pdf_resume_660,Full-stack Developer.txt,0.536,0.2,0.492,0.437,0.755
pdf_resume_661,Full-stack Developer.txt,0.637,0.702,0.709,0.607,0.864
pdf_resume_67,Full-stack Developer.txt,0.556,0.306,0.466,0.456,0.749
pdf_resume_672,Full-stack Developer.txt,0.173,0.066,0.075,0.096,0.685
pdf_resume_675,Full-stack Developer.txt,0.418,0.218,0.424,0.393,0.748
pdf_resume_678,Full-stack Developer.txt,0.579,0.401,0.565,0.411,0.775
pdf_resume_680,Full-stack Developer.txt,0.595,0.412,0.522,0.448,0.81
pdf_resume_688,Full-stack Developer.txt,0.381,0.239,0.373,0.3,0.812
pdf_resume_690,Full-stack Developer.txt,0.28,0.265,0.332,0.314,0.792
pdf_resume_691,Full-stack Developer.txt,0.594,0.508,0.57,0.545,0.799
pdf_resume_692,Full-stack Developer.txt,0.564,0.273,0.505,0.434,0.802
pdf_resume_699,Full-stack Developer.txt,0.535,0.359,0.548,0.437,0.784
pdf_resume_700,Full-stack Developer.txt,0.64,0.635,0.647,0.566,0.864
pdf_resume_705,Full-stack Developer.txt,0.302,0.145,0.226,0.165,0.733
pdf_resume_71,Full-stack Developer.txt,0.437,0.411,0.505,0.414,0.797
pdf_resume_714,Full-stack Developer.txt,0.589,0.495,0.568,0.55,0.831
pdf_resume_719,Full-stack Developer.txt,0.39,0.212,0.453,0.355,0.793
pdf_resume_721,Full-stack Developer.txt,0.449,0.255,0.472,0.43,0.811
pdf_resume_727,Full-stack Developer.txt,0.494,0.614,0.491,0.552,0.833
pdf_resume_728,Full-stack Developer.txt,0.515,0.578,0.468,0.511,0.856
pdf_resume_73,Full-stack Developer.txt,0.696,0.512,0.7,0.61,0.812
pdf_resume_730,Full-stack Developer.txt,0.419,0.188,0.437,0.356,0.789
pdf_resume_734,Full-stack Developer.txt,0.566,0.311,0.558,0.496,0.777
pdf_resume_742,Full-stack Developer.txt,0.633,0.409,0.629,0.562,0.833
pdf_resume_743,Full-stack Developer.txt,0.521,0.54,0.542,0.502,0.837
pdf_resume_751,Full-stack Developer.txt,0.391,0.306,0.47,0.381,0.759
pdf_resume_76,Full-stack Developer.txt,0.611,0.602,0.611,0.591,0.839
pdf_resume_760,Full-stack Developer.txt,0.547,0.387,0.466,0.471,0.829
pdf_resume_761,Full-stack Developer.txt,0.468,0.233,0.347,0.376,0.729
pdf_resume_766,Full-stack Developer.txt,0.625,0.557,0.623,0.502,0.878
pdf_resume_776,Full-stack Developer.txt,0.551,0.525,0.553,0.385,0.764
pdf_resume_777,Full-stack Developer.txt,0.608,0.608,0.611,0.463,0.833
pdf_resume_780,Full-stack Developer.txt,0.487,0.266,0.467,0.407,0.792
pdf_resume_782,Full-stack Developer.txt,0.652,0.534,0.655,0.576,0.852
pdf_resume_786,Full-stack Developer.txt,0.522,0.513,0.583,0.496,0.809
pdf_resume_793,Full-stack Developer.txt,0.343,0.139,0.327,0.249,0.732
pdf_resume_794,Full-stack Developer.txt,0.488,0.517,0.473,0.612,0.857
pdf_resume_795,Full-stack Developer.txt,0.611,0.43,0.621,0.467,0.783
pdf_resume_8,Full-stack Developer.txt,0.414,0.273,0.362,0.328,0.783
pdf_resume_800,Full-stack Developer.txt,0.461,0.247,0.476,0.386,0.783
pdf_resume_801,Full-stack Developer.txt,0.725,0.551,0.644,0.68,0.822
pdf_resume_805,Full-stack Developer.txt,0.316,0.212,0.368,0.34,0.784
pdf_resume_809,Full-stack Developer.txt,0.392,0.212,0.392,0.418,0.81
pdf_resume_810,Full-stack Developer.txt,0.594,0.582,0.558,0.575,0.815
pdf_resume_813,Full-stack Developer.txt,0.486,0.427,0.521,0.466,0.802
pdf_resume_819,Full-stack Developer.txt,0.647,0.651,0.654,0.549,0.865
pdf_resume_821,Full-stack Developer.txt,0.325,0.285,0.345,0.272,0.75
pdf_resume_822,Full-stack Developer.txt,0.123,0.127,0.129,0.058,0.687
pdf_resume_823,Full-stack Developer.txt,0.615,0.652,0.664,0.631,0.815
pdf_resume_828,Full-stack Developer.txt,0.334,0.0,0.334,0.24,0.745
pdf_resume_829,Full-stack Developer.txt,0.556,0.321,0.569,0.44,0.774
pdf_resume_830,Full-stack Developer.txt,0.579,0.324,0.553,0.544,0.766
pdf_resume_831,Full-stack Developer.txt,0.579,0.324,0.553,0.544,0.766
pdf_resume_836,Full-stack Developer.txt,0.32,0.0,0.31,0.236,0.755
pdf_resume_84,Full-stack Developer.txt,0.52,0.489,0.515,0.424,0.834
pdf_resume_844,Full-stack Developer.txt,0.452,0.212,0.392,0.492,0.808
pdf_resume_845,Full-stack Developer.txt,0.435,0.472,0.499,0.473,0.806
pdf_resume_848,Full-stack Developer.txt,0.429,0.186,0.416,0.352,0.766
pdf_resume_849,Full-stack Developer.txt,0.443,0.289,0.454,0.419,0.81
pdf_resume_851,Full-stack Developer.txt,0.231,0.154,0.162,0.298,0.729
pdf_resume_855,Full-stack Developer.txt,0.483,0.512,0.452,0.516,0.807
pdf_resume_869,Full-stack Developer.txt,0.245,0.062,0.276,0.227,0.755
pdf_resume_876,Full-stack Developer.txt,0.382,0.428,0.39,0.435,0.783
pdf_resume_88,Full-stack Developer.txt,0.334,0.0,0.334,0.239,0.748
pdf_resume_880,Full-stack Developer.txt,0.562,0.525,0.547,0.484,0.812
pdf_resume_889,Full-stack Developer.txt,0.437,0.428,0.506,0.302,0.742
pdf_resume_892,Full-stack Developer.txt,0.32,0.0,0.31,0.236,0.77
pdf_resume_899,Full-stack Developer.txt,0.612,0.604,0.613,0.588,0.853
pdf_resume_9,Full-stack Developer.txt,0.509,0.519,0.522,0.524,0.851
pdf_resume_91,Full-stack Developer.txt,0.409,0.201,0.443,0.418,0.731
pdf_resume_912,Full-stack Developer.txt,0.36,0.212,0.3,0.284,0.783
pdf_resume_915,Full-stack Developer.txt,0.434,0.338,0.373,0.285,0.801
pdf_resume_919,Full-stack Developer.txt,0.568,0.376,0.531,0.467,0.818
pdf_resume_923,Full-stack Developer.txt,0.488,0.265,0.465,0.399,0.775
pdf_resume_927,Full-stack Developer.txt,0.591,0.495,0.492,0.473,0.812
pdf_resume_928,Full-stack Developer.txt,0.344,0.281,0.29,0.32,0.772
pdf_resume_93,Full-stack Developer.txt,0.418,0.444,0.404,0.376,0.825
pdf_resume_931,Full-stack Developer.txt,0.134,0.067,0.178,0.448,0.694
pdf_resume_945,Full-stack Developer.txt,0.63,0.622,0.561,0.563,0.835
pdf_resume_95,Full-stack Developer.txt,0.655,0.428,0.631,0.62,0.814
pdf_resume_952,Full-stack Developer.txt,0.433,0.465,0.403,0.421,0.784
pdf_resume_953,Full-stack Developer.txt,0.354,0.217,0.345,0.327,0.733
pdf_resume_959,Full-stack Developer.txt,0.416,0.372,0.41,0.391,0.834
pdf_resume_96,Full-stack Developer.txt,0.609,0.512,0.532,0.47,0.861
pdf_resume_962,Full-stack Developer.txt,0.51,0.342,0.453,0.29,0.836
pdf_resume_964,Full-stack Developer.txt,0.502,0.494,0.441,0.366,0.836
pdf_resume_967,Full-stack Developer.txt,0.505,0.361,0.585,0.37,0.827
pdf_resume_969,Full-stack Developer.txt,0.541,0.532,0.515,0.535,0.817
pdf_resume_971,Full-stack Developer.txt,0.476,0.248,0.449,0.401,0.76
pdf_resume_973,Full-stack Developer.txt,0.457,0.372,0.442,0.435,0.803
pdf_resume_974,Full-stack Developer.txt,0.296,0.244,0.165,0.215,0.712
pdf_resume_98,Full-stack Developer.txt,0.474,0.244,0.456,0.469,0.759
pdf_resume_982,Full-stack Developer.txt,0.468,0.418,0.444,0.377,0.764
pdf_resume_994,Full-stack Developer.txt,0.447,0.42,0.503,0.505,0.832
pdf_resume_995,Full-stack Developer.txt,0.529,0.363,0.575,0.496,0.757
pdf_resume_997,Full-stack Developer.txt,0.517,0.404,0.451,0.448,0.822
pdf_resume_998,Full-stack Developer.txt,0.324,0.288,0.373,0.35,0.816
pdf_resume_1001,Data Analyst.txt,0.314,0.326,0.27,0.387,0.75
pdf_resume_1020,Data Analyst.txt,0.519,0.476,0.515,0.492,0.834
pdf_resume_1024,Data Analyst.txt,0.236,0.259,0.275,0.219,0.792
pdf_resume_1031,Data Analyst.txt,0.16,0.118,0.224,0.324,0.726
pdf_resume_1033,Data Analyst.txt,0.462,0.493,0.513,0.436,0.82
pdf_resume_1036,Data Analyst.txt,0.509,0.562,0.575,0.312,0.845
pdf_resume_1037,Data Analyst.txt,0.574,0.606,0.629,0.591,0.857
pdf_resume_1039,Data Analyst.txt,0.465,0.562,0.49,0.419,0.841
pdf_resume_1047,Data Analyst.txt,0.177,0.241,0.26,0.308,0.785
pdf_resume_1048,Data Analyst.txt,0.121,0.058,0.117,0.186,0.701
pdf_resume_1056,Data Analyst.txt,0.23,0.348,0.181,0.238,0.801
pdf_resume_1070,Data Analyst.txt,0.641,0.659,0.64,0.569,0.863
pdf_resume_1071,Data Analyst.txt,0.343,0.221,0.357,0.351,0.756
pdf_resume_1076,Data Analyst.txt,0.227,0.183,0.302,0.248,0.786
pdf_resume_1097,Data Analyst.txt,0.486,0.469,0.431,0.55,0.821
pdf_resume_1105,Data Analyst.txt,0.177,0.241,0.259,0.204,0.773
pdf_resume_1109,Data Analyst.txt,0.069,0.058,0.06,0.12,0.704
pdf_resume_112,Data Analyst.txt,0.505,0.525,0.505,0.449,0.835
pdf_resume_1124,Data Analyst.txt,0.604,0.457,0.58,0.509,0.828
pdf_resume_115,Data Analyst.txt,0.247,0.323,0.348,0.424,0.773
pdf_resume_1153,Data Analyst.txt,0.201,0.263,0.21,0.166,0.778
pdf_resume_1167,Data Analyst.txt,0.131,0.058,0.211,0.197,0.71
pdf_resume_1169,Data Analyst.txt,0.367,0.456,0.369,0.433,0.774
pdf_resume_1175,Data Analyst.txt,0.183,0.121,0.251,0.192,0.732
pdf_resume_1183,Data Analyst.txt,0.183,0.121,0.201,0.192,0.702
pdf_resume_123,Data Analyst.txt,0.282,0.355,0.371,0.429,0.807
pdf_resume_1231,Data Analyst.txt,0.069,0.058,0.062,0.122,0.714
pdf_resume_1235,Data Analyst.txt,0.23,0.348,0.181,0.237,0.797
pdf_resume_1267,Data Analyst.txt,0.23,0.355,0.287,0.408,0.802
pdf_resume_1273,Data Analyst.txt,0.125,0.183,0.175,0.183,0.78
pdf_resume_1283,Data Analyst.txt,0.187,0.308,0.245,0.347,0.756
pdf_resume_1285,Data Analyst.txt,0.125,0.183,0.175,0.183,0.778
pdf_resume_1290,Data Analyst.txt,0.542,0.558,0.571,0.513,0.844
pdf_resume_1303,Data Analyst.txt,0.125,0.183,0.125,0.183,0.747
pdf_resume_1317,Data Analyst.txt,0.122,0.058,0.146,0.198,0.707
pdf_resume_1319,Data Analyst.txt,0.576,0.509,0.563,0.489,0.832
pdf_resume_1325,Data Analyst.txt,0.127,0.058,0.133,0.175,0.697
pdf_resume_1328,Data Analyst.txt,0.177,0.183,0.209,0.204,0.749
pdf_resume_1331,Data Analyst.txt,0.518,0.569,0.58,0.559,0.861
