resume_id,job_id,all-mpnet-base-v2_score,paraphrase-MiniLM-L6-v2_score,all-MiniLM-L12-v1_score,all-roberta-large-v1_score,bert_base_nli_mean_tokens_score
pdf_resume_1358,Cybersecurity Analyst.txt,0.277,0.363,0.186,0.458,0.784
pdf_resume_136,Cybersecurity Analyst.txt,0.49,0.396,0.406,0.401,0.813
pdf_resume_1360,Cybersecurity Analyst.txt,0.307,0.186,0.319,0.283,0.771
pdf_resume_1362,Cybersecurity Analyst.txt,0.278,0.176,0.188,0.267,0.778
pdf_resume_1364,Cybersecurity Analyst.txt,0.261,0.0,0.283,0.357,0.72
pdf_resume_1370,Cybersecurity Analyst.txt,0.0,0.0,0.0,0.0,0.697
pdf_resume_1371,Cybersecurity Analyst.txt,0.082,0.0,0.084,0.084,0.717
pdf_resume_1376,Cybersecurity Analyst.txt,0.0,0.0,0.0,0.0,0.641
pdf_resume_1386,Cybersecurity Analyst.txt,0.497,0.367,0.499,0.622,0.808
pdf_resume_1387,Cybersecurity Analyst.txt,0.0,0.0,0.0,0.0,0.641
pdf_resume_1388,Cybersecurity Analyst.txt,0.382,0.2,0.304,0.441,0.764
pdf_resume_1394,Cybersecurity Analyst.txt,0.476,0.387,0.418,0.399,0.8
pdf_resume_14,Cybersecurity Analyst.txt,0.519,0.428,0.461,0.538,0.804
pdf_resume_1412,Cybersecurity Analyst.txt,0.277,0.363,0.186,0.377,0.781
pdf_resume_1418,Cybersecurity Analyst.txt,0.496,0.385,0.469,0.503,0.801
pdf_resume_1425,Cybersecurity Analyst.txt,0.0,0.0,0.0,0.095,0.697
pdf_resume_1434,Cybersecurity Analyst.txt,0.0,0.0,0.0,0.082,0.688
pdf_resume_1446,Cybersecurity Analyst.txt,0.419,0.229,0.426,0.44,0.776
pdf_resume_1448,Cybersecurity Analyst.txt,0.084,0.081,0.083,0.0,0.697
pdf_resume_145,Cybersecurity Analyst.txt,0.0,0.0,0.0,0.082,0.724
pdf_resume_1451,Cybersecurity Analyst.txt,0.098,0.1,0.088,0.163,0.697
pdf_resume_1454,Cybersecurity Analyst.txt,0.482,0.208,0.298,0.312,0.759
pdf_resume_1457,Cybersecurity Analyst.txt,0.097,0.0,0.0,0.081,0.716
pdf_resume_1474,Cybersecurity Analyst.txt,0.419,0.228,0.334,0.44,0.759
pdf_resume_1476,Cybersecurity Analyst.txt,0.212,0.29,0.308,0.497,0.711
pdf_resume_1479,Cybersecurity Analyst.txt,0.0,0.0,0.0,0.082,0.75
pdf_resume_1480,Cybersecurity Analyst.txt,0.315,0.498,0.526,0.556,0.759
pdf_resume_1481,Cybersecurity Analyst.txt,0.0,0.0,0.084,0.081,0.748
pdf_resume_1483,Cybersecurity Analyst.txt,0.0,0.0,0.0,0.0,0.741
pdf_resume_1484,Cybersecurity Analyst.txt,0.406,0.1,0.384,0.382,0.732
pdf_resume_1486,Cybersecurity Analyst.txt,0.086,0.082,0.084,0.267,0.76
pdf_resume_1487,Cybersecurity Analyst.txt,0.198,0.274,0.254,0.18,0.767
pdf_resume_149,Cybersecurity Analyst.txt,0.091,0.087,0.107,0.085,0.736
pdf_resume_1490,Cybersecurity Analyst.txt,0.0,0.0,0.0,0.082,0.75
pdf_resume_1496,Cybersecurity Analyst.txt,0.166,0.0,0.083,0.085,0.719
pdf_resume_1498,Cybersecurity Analyst.txt,0.087,0.092,0.081,0.258,0.706
pdf_resume_15,Cybersecurity Analyst.txt,0.472,0.393,0.413,0.49,0.821
pdf_resume_150,Cybersecurity Analyst.txt,0.111,0.193,0.269,0.282,0.752
pdf_resume_1500,Cybersecurity Analyst.txt,0.307,0.388,0.374,0.276,0.745
pdf_resume_1501,Cybersecurity Analyst.txt,0.307,0.388,0.374,0.276,0.745
pdf_resume_1502,Cybersecurity Analyst.txt,0.315,0.293,0.288,0.312,0.795
pdf_resume_1503,Cybersecurity Analyst.txt,0.0,0.082,0.0,0.256,0.747
pdf_resume_151,Cybersecurity Analyst.txt,0.091,0.0,0.191,0.169,0.697
pdf_resume_1520,Cybersecurity Analyst.txt,0.271,0.276,0.339,0.422,0.752
pdf_resume_1522,Cybersecurity Analyst.txt,0.275,0.081,0.264,0.273,0.72
pdf_resume_1523,Cybersecurity Analyst.txt,0.0,0.0,0.0,0.082,0.741
pdf_resume_1524,Cybersecurity Analyst.txt,0.0,0.0,0.0,0.082,0.706
pdf_resume_1527,Cybersecurity Analyst.txt,0.378,0.089,0.28,0.281,0.752
pdf_resume_153,Cybersecurity Analyst.txt,0.0,0.0,0.0,0.0,0.715
pdf_resume_1530,Cybersecurity Analyst.txt,0.406,0.1,0.405,0.322,0.736
pdf_resume_1537,Cybersecurity Analyst.txt,0.102,0.099,0.1,0.281,0.75
pdf_resume_1542,Cybersecurity Analyst.txt,0.188,0.105,0.263,0.272,0.75
pdf_resume_1546,Cybersecurity Analyst.txt,0.137,0.081,0.124,0.208,0.722
pdf_resume_1555,Cybersecurity Analyst.txt,0.088,0.085,0.165,0.258,0.755
pdf_resume_1556,Cybersecurity Analyst.txt,0.0,0.0,0.0,0.0,0.706
pdf_resume_1557,Cybersecurity Analyst.txt,0.371,0.176,0.492,0.45,0.755
pdf_resume_1559,Cybersecurity Analyst.txt,0.229,0.261,0.19,0.299,0.767
pdf_resume_1560,Cybersecurity Analyst.txt,0.167,0.0,0.166,0.0,0.72
pdf_resume_1570,Cybersecurity Analyst.txt,0.297,0.296,0.391,0.226,0.77
pdf_resume_1571,Cybersecurity Analyst.txt,0.118,0.215,0.127,0.385,0.749
pdf_resume_1573,Cybersecurity Analyst.txt,0.21,0.115,0.202,0.184,0.713
pdf_resume_1581,Cybersecurity Analyst.txt,0.281,0.265,0.292,0.386,0.758
pdf_resume_1582,Cybersecurity Analyst.txt,0.0,0.0,0.0,0.0,0.708
pdf_resume_1590,Cybersecurity Analyst.txt,0.406,0.189,0.405,0.322,0.746
pdf_resume_1592,Cybersecurity Analyst.txt,0.411,0.184,0.399,0.388,0.739
pdf_resume_1614,Cybersecurity Analyst.txt,0.272,0.201,0.205,0.283,0.745
pdf_resume_1619,Cybersecurity Analyst.txt,0.081,0.0,0.08,0.086,0.739
pdf_resume_162,Cybersecurity Analyst.txt,0.268,0.1,0.17,0.163,0.734
pdf_resume_1624,Cybersecurity Analyst.txt,0.0,0.0,0.0,0.0,0.66
pdf_resume_1625,Cybersecurity Analyst.txt,0.329,0.35,0.41,0.297,0.729
pdf_resume_1643,Cybersecurity Analyst.txt,0.407,0.217,0.401,0.42,0.766
pdf_resume_1646,Cybersecurity Analyst.txt,0.352,0.286,0.107,0.244,0.744
pdf_resume_1649,Cybersecurity Analyst.txt,0.0,0.0,0.0,0.0,0.73
pdf_resume_165,Cybersecurity Analyst.txt,0.388,0.299,0.331,0.369,0.791
pdf_resume_1662,Cybersecurity Analyst.txt,0.099,0.19,0.116,0.089,0.761
pdf_resume_1675,Cybersecurity Analyst.txt,0.384,0.1,0.312,0.297,0.731
pdf_resume_1682,Cybersecurity Analyst.txt,0.0,0.083,0.255,0.195,0.746
pdf_resume_1692,Cybersecurity Analyst.txt,0.454,0.261,0.469,0.466,0.771
pdf_resume_1694,Cybersecurity Analyst.txt,0.191,0.265,0.183,0.171,0.742
pdf_resume_171,Cybersecurity Analyst.txt,0.178,0.088,0.0,0.083,0.723
pdf_resume_1710,Cybersecurity Analyst.txt,0.406,0.298,0.397,0.487,0.764
pdf_resume_1715,Cybersecurity Analyst.txt,0.278,0.093,0.189,0.168,0.751
pdf_resume_1717,Cybersecurity Analyst.txt,0.396,0.261,0.393,0.477,0.772
pdf_resume_1720,Cybersecurity Analyst.txt,0.39,0.364,0.397,0.398,0.811
pdf_resume_1724,Cybersecurity Analyst.txt,0.313,0.216,0.311,0.386,0.743
pdf_resume_1726,Cybersecurity Analyst.txt,0.276,0.312,0.276,0.339,0.766
pdf_resume_1728,Cybersecurity Analyst.txt,0.444,0.176,0.408,0.46,0.766
pdf_resume_173,Cybersecurity Analyst.txt,0.492,0.564,0.57,0.594,0.814
pdf_resume_1730,Cybersecurity Analyst.txt,0.391,0.194,0.327,0.422,0.738
pdf_resume_1732,Cybersecurity Analyst.txt,0.081,0.0,0.0,0.264,0.748
pdf_resume_1738,Cybersecurity Analyst.txt,0.385,0.378,0.482,0.38,0.782
pdf_resume_1739,Cybersecurity Analyst.txt,0.183,0.082,0.085,0.267,0.757
pdf_resume_1740,Cybersecurity Analyst.txt,0.403,0.313,0.483,0.345,0.773
pdf_resume_1741,Cybersecurity Analyst.txt,0.0,0.0,0.0,0.082,0.715
pdf_resume_1747,Cybersecurity Analyst.txt,0.202,0.497,0.459,0.404,0.791
pdf_resume_1754,Cybersecurity Analyst.txt,0.399,0.52,0.512,0.516,0.783
pdf_resume_176,Cybersecurity Analyst.txt,0.189,0.1,0.278,0.183,0.736
pdf_resume_1767,Cybersecurity Analyst.txt,0.185,0.185,0.264,0.084,0.758
pdf_resume_1772,Cybersecurity Analyst.txt,0.183,0.199,0.175,0.252,0.732
pdf_resume_1775,Cybersecurity Analyst.txt,0.0,0.092,0.0,0.258,0.705
pdf_resume_1782,Cybersecurity Analyst.txt,0.0,0.0,0.176,0.164,0.699
pdf_resume_179,Cybersecurity Analyst.txt,0.098,0.1,0.088,0.08,0.741
pdf_resume_1792,Cybersecurity Analyst.txt,0.371,0.187,0.454,0.492,0.788
pdf_resume_1793,Cybersecurity Analyst.txt,0.0,0.095,0.089,0.0,0.716
pdf_resume_1794,Cybersecurity Analyst.txt,0.311,0.169,0.294,0.376,0.757
pdf_resume_180,Cybersecurity Analyst.txt,0.0,0.0,0.0,0.082,0.722
pdf_resume_1802,Cybersecurity Analyst.txt,0.276,0.1,0.17,0.08,0.75
pdf_resume_1803,Cybersecurity Analyst.txt,0.273,0.092,0.264,0.428,0.751
pdf_resume_1804,Cybersecurity Analyst.txt,0.479,0.268,0.491,0.484,0.78
pdf_resume_1806,Cybersecurity Analyst.txt,0.194,0.088,0.18,0.0,0.767
pdf_resume_1815,Cybersecurity Analyst.txt,0.303,0.249,0.142,0.128,0.738
pdf_resume_1816,Cybersecurity Analyst.txt,0.086,0.177,0.173,0.249,0.776
pdf_resume_1823,Cybersecurity Analyst.txt,0.0,0.0,0.0,0.082,0.704
pdf_resume_1824,Cybersecurity Analyst.txt,0.0,0.0,0.0,0.082,0.706
pdf_resume_1829,Cybersecurity Analyst.txt,0.0,0.0,0.0,0.0,0.699
pdf_resume_1838,Cybersecurity Analyst.txt,0.486,0.38,0.494,0.519,0.768
pdf_resume_1839,Cybersecurity Analyst.txt,0.281,0.0,0.368,0.281,0.704
pdf_resume_1842,Cybersecurity Analyst.txt,0.499,0.5,0.471,0.51,0.795
pdf_resume_1847,Cybersecurity Analyst.txt,0.455,0.267,0.462,0.466,0.811
pdf_resume_1856,Cybersecurity Analyst.txt,0.0,0.0,0.0,0.0,0.692
pdf_resume_186,Cybersecurity Analyst.txt,0.198,0.21,0.199,0.326,0.756
pdf_resume_1861,Cybersecurity Analyst.txt,0.231,0.337,0.344,0.421,0.735
pdf_resume_1864,Cybersecurity Analyst.txt,0.192,0.28,0.31,0.386,0.769
pdf_resume_1875,Cybersecurity Analyst.txt,0.0,0.0,0.0,0.0,0.658
pdf_resume_1881,Cybersecurity Analyst.txt,0.317,0.306,0.41,0.486,0.72
pdf_resume_1887,Cybersecurity Analyst.txt,0.474,0.488,0.491,0.49,0.826
pdf_resume_1889,Cybersecurity Analyst.txt,0.0,0.0,0.0,0.082,0.726
pdf_resume_189,Cybersecurity Analyst.txt,0.49,0.519,0.529,0.494,0.832
pdf_resume_1892,Cybersecurity Analyst.txt,0.544,0.457,0.471,0.573,0.818
pdf_resume_1899,Cybersecurity Analyst.txt,0.463,0.366,0.552,0.602,0.821
pdf_resume_19,Cybersecurity Analyst.txt,0.519,0.442,0.461,0.538,0.815
pdf_resume_1902,Cybersecurity Analyst.txt,0.081,0.0,0.098,0.169,0.721
pdf_resume_1915,Cybersecurity Analyst.txt,0.179,0.303,0.359,0.171,0.724
pdf_resume_192,Cybersecurity Analyst.txt,0.26,0.101,0.181,0.1,0.718
pdf_resume_1928,Cybersecurity Analyst.txt,0.47,0.291,0.363,0.506,0.756
pdf_resume_1929,Cybersecurity Analyst.txt,0.468,0.493,0.406,0.484,0.813
pdf_resume_1937,Cybersecurity Analyst.txt,0.455,0.489,0.36,0.358,0.752
pdf_resume_1941,Cybersecurity Analyst.txt,0.0,0.0,0.0,0.082,0.74
pdf_resume_1945,Cybersecurity Analyst.txt,0.393,0.391,0.395,0.298,0.796
pdf_resume_1947,Cybersecurity Analyst.txt,0.0,0.0,0.0,0.082,0.697
pdf_resume_1949,Cybersecurity Analyst.txt,0.194,0.088,0.18,0.256,0.767
pdf_resume_1952,Cybersecurity Analyst.txt,0.359,0.0,0.274,0.27,0.754
pdf_resume_1959,Cybersecurity Analyst.txt,0.475,0.385,0.288,0.29,0.785
pdf_resume_1961,Cybersecurity Analyst.txt,0.0,0.0,0.0,0.0,0.711
pdf_resume_1967,Cybersecurity Analyst.txt,0.183,0.099,0.1,0.306,0.748
pdf_resume_1969,Cybersecurity Analyst.txt,0.191,0.366,0.164,0.171,0.754
pdf_resume_197,Cybersecurity Analyst.txt,0.178,0.0,0.181,0.1,0.75
pdf_resume_1976,Cybersecurity Analyst.txt,0.098,0.1,0.088,0.08,0.703
pdf_resume_1978,Cybersecurity Analyst.txt,0.395,0.403,0.394,0.349,0.785
pdf_resume_1984,Cybersecurity Analyst.txt,0.28,0.177,0.174,0.0,0.777
pdf_resume_1988,Cybersecurity Analyst.txt,0.086,0.175,0.084,0.267,0.757
pdf_resume_1989,Cybersecurity Analyst.txt,0.088,0.0,0.081,0.082,0.736
pdf_resume_1993,Cybersecurity Analyst.txt,0.098,0.182,0.17,0.245,0.749
pdf_resume_1994,Cybersecurity Analyst.txt,0.183,0.082,0.084,0.267,0.757
pdf_resume_1995,Cybersecurity Analyst.txt,0.522,0.425,0.457,0.534,0.804
pdf_resume_1996,Cybersecurity Analyst.txt,0.284,0.179,0.104,0.0,0.785
pdf_resume_1998,Cybersecurity Analyst.txt,0.271,0.173,0.186,0.355,0.754
pdf_resume_20,Cybersecurity Analyst.txt,0.519,0.428,0.461,0.538,0.81
pdf_resume_2005,Cybersecurity Analyst.txt,0.0,0.0,0.0,0.089,0.765
pdf_resume_2007,Cybersecurity Analyst.txt,0.538,0.489,0.461,0.573,0.815
pdf_resume_2008,Cybersecurity Analyst.txt,0.519,0.428,0.461,0.538,0.81
pdf_resume_2009,Cybersecurity Analyst.txt,0.477,0.398,0.42,0.49,0.821
pdf_resume_201,Cybersecurity Analyst.txt,0.578,0.457,0.583,0.494,0.841
pdf_resume_2010,Cybersecurity Analyst.txt,0.482,0.401,0.418,0.397,0.82
pdf_resume_2011,Cybersecurity Analyst.txt,0.542,0.458,0.475,0.559,0.81
pdf_resume_2012,Cybersecurity Analyst.txt,0.097,0.085,0.0,0.168,0.736
pdf_resume_2013,Cybersecurity Analyst.txt,0.476,0.393,0.418,0.397,0.82
pdf_resume_2014,Cybersecurity Analyst.txt,0.0,0.0,0.0,0.0,0.725
pdf_resume_2015,Cybersecurity Analyst.txt,0.259,0.183,0.107,0.185,0.762
pdf_resume_2020,Cybersecurity Analyst.txt,0.381,0.358,0.388,0.414,0.769
pdf_resume_2022,Cybersecurity Analyst.txt,0.0,0.092,0.0,0.082,0.75
pdf_resume_2025,Cybersecurity Analyst.txt,0.284,0.175,0.391,0.178,0.773
pdf_resume_2027,Cybersecurity Analyst.txt,0.177,0.174,0.191,0.352,0.771
pdf_resume_2035,Cybersecurity Analyst.txt,0.379,0.089,0.363,0.366,0.739
pdf_resume_204,Cybersecurity Analyst.txt,0.22,0.294,0.226,0.224,0.715
pdf_resume_2040,Cybersecurity Analyst.txt,0.193,0.256,0.307,0.299,0.763
pdf_resume_2041,Cybersecurity Analyst.txt,0.355,0.091,0.162,0.349,0.699
pdf_resume_2042,Cybersecurity Analyst.txt,0.0,0.0,0.0,0.0,0.641
pdf_resume_2043,Cybersecurity Analyst.txt,0.0,0.092,0.0,0.082,0.753
pdf_resume_2044,Cybersecurity Analyst.txt,0.0,0.0,0.0,0.082,0.697
pdf_resume_2052,Cybersecurity Analyst.txt,0.463,0.357,0.475,0.562,0.793
pdf_resume_2053,Cybersecurity Analyst.txt,0.186,0.085,0.084,0.349,0.773
pdf_resume_2061,Cybersecurity Analyst.txt,0.097,0.102,0.184,0.199,0.759
pdf_resume_2062,Cybersecurity Analyst.txt,0.264,0.091,0.283,0.36,0.741
pdf_resume_2064,Cybersecurity Analyst.txt,0.0,0.0,0.0,0.092,0.651
pdf_resume_2070,Cybersecurity Analyst.txt,0.0,0.0,0.0,0.0,0.697
pdf_resume_2071,Cybersecurity Analyst.txt,0.28,0.201,0.379,0.439,0.759
pdf_resume_2074,Cybersecurity Analyst.txt,0.183,0.084,0.0,0.101,0.752
pdf_resume_2075,Cybersecurity Analyst.txt,0.098,0.18,0.088,0.244,0.724
pdf_resume_2077,Cybersecurity Analyst.txt,0.186,0.182,0.262,0.09,0.767
pdf_resume_2078,Cybersecurity Analyst.txt,0.0,0.084,0.0,0.0,0.718
pdf_resume_2079,Cybersecurity Analyst.txt,0.0,0.0,0.0,0.0,0.707
pdf_resume_2086,Cybersecurity Analyst.txt,0.105,0.089,0.187,0.438,0.71
pdf_resume_2089,Cybersecurity Analyst.txt,0.192,0.203,0.315,0.378,0.762
pdf_resume_209,Cybersecurity Analyst.txt,0.0,0.0,0.0,0.19,0.737
pdf_resume_2094,Cybersecurity Analyst.txt,0.171,0.0,0.081,0.349,0.712
pdf_resume_2104,Cybersecurity Analyst.txt,0.0,0.0,0.0,0.082,0.743
pdf_resume_2106,Cybersecurity Analyst.txt,0.198,0.21,0.199,0.326,0.756
pdf_resume_2129,Cybersecurity Analyst.txt,0.186,0.085,0.083,0.169,0.767
pdf_resume_2141,Cybersecurity Analyst.txt,0.315,0.293,0.205,0.312,0.795
pdf_resume_2145,Cybersecurity Analyst.txt,0.098,0.1,0.088,0.08,0.764
pdf_resume_2149,Cybersecurity Analyst.txt,0.098,0.1,0.093,0.08,0.741
pdf_resume_215,Cybersecurity Analyst.txt,0.172,0.355,0.264,0.203,0.764
pdf_resume_2157,Cybersecurity Analyst.txt,0.174,0.1,0.174,0.251,0.748
pdf_resume_2160,Cybersecurity Analyst.txt,0.185,0.1,0.179,0.334,0.749
pdf_resume_2162,Cybersecurity Analyst.txt,0.102,0.099,0.1,0.281,0.748
pdf_resume_2164,Cybersecurity Analyst.txt,0.475,0.393,0.418,0.489,0.801
pdf_resume_2167,Cybersecurity Analyst.txt,0.098,0.1,0.088,0.08,0.741
pdf_resume_2168,Cybersecurity Analyst.txt,0.088,0.085,0.0,0.086,0.72
pdf_resume_2172,Cybersecurity Analyst.txt,0.273,0.197,0.292,0.266,0.735
pdf_resume_2179,Cybersecurity Analyst.txt,0.186,0.1,0.17,0.35,0.741
pdf_resume_2189,Cybersecurity Analyst.txt,0.322,0.184,0.318,0.437,0.762
pdf_resume_219,Cybersecurity Analyst.txt,0.373,0.083,0.268,0.352,0.747
pdf_resume_2197,Cybersecurity Analyst.txt,0.0,0.0,0.0,0.084,0.725
pdf_resume_2198,Cybersecurity Analyst.txt,0.479,0.351,0.594,0.497,0.807
pdf_resume_22,Cybersecurity Analyst.txt,0.098,0.082,0.165,0.164,0.766
pdf_resume_2212,Cybersecurity Analyst.txt,0.086,0.0,0.083,0.092,0.707
pdf_resume_2217,Cybersecurity Analyst.txt,0.0,0.0,0.0,0.0,0.741
pdf_resume_2218,Cybersecurity Analyst.txt,0.292,0.199,0.297,0.466,0.76
pdf_resume_2219,Cybersecurity Analyst.txt,0.178,0.1,0.181,0.184,0.749
pdf_resume_2221,Cybersecurity Analyst.txt,0.313,0.216,0.311,0.386,0.726
pdf_resume_2222,Cybersecurity Analyst.txt,0.555,0.386,0.571,0.49,0.827
pdf_resume_2224,Cybersecurity Analyst.txt,0.0,0.0,0.0,0.082,0.71
pdf_resume_2225,Cybersecurity Analyst.txt,0.376,0.242,0.31,0.376,0.743
pdf_resume_2230,Cybersecurity Analyst.txt,0.09,0.177,0.09,0.092,0.751
pdf_resume_2233,Cybersecurity Analyst.txt,0.373,0.089,0.342,0.257,0.739
pdf_resume_2244,Cybersecurity Analyst.txt,0.0,0.0,0.0,0.0,0.703
pdf_resume_225,Cybersecurity Analyst.txt,0.08,0.0,0.0,0.167,0.713
pdf_resume_2251,Cybersecurity Analyst.txt,0.099,0.179,0.0,0.0,0.735
pdf_resume_2257,Cybersecurity Analyst.txt,0.257,0.0,0.169,0.088,0.711
pdf_resume_2258,Cybersecurity Analyst.txt,0.394,0.446,0.391,0.318,0.777
pdf_resume_226,Cybersecurity Analyst.txt,0.284,0.21,0.3,0.408,0.749
pdf_resume_2261,Cybersecurity Analyst.txt,0.261,0.178,0.174,0.086,0.737
pdf_resume_2265,Cybersecurity Analyst.txt,0.0,0.0,0.0,0.0,0.772
pdf_resume_2267,Cybersecurity Analyst.txt,0.479,0.356,0.491,0.484,0.781
pdf_resume_2269,Cybersecurity Analyst.txt,0.086,0.082,0.084,0.267,0.757
pdf_resume_228,Cybersecurity Analyst.txt,0.081,0.0,0.081,0.081,0.761
pdf_resume_2281,Cybersecurity Analyst.txt,0.362,0.082,0.26,0.292,0.764
pdf_resume_2285,Cybersecurity Analyst.txt,0.261,0.0,0.283,0.357,0.72
pdf_resume_2292,Cybersecurity Analyst.txt,0.267,0.0,0.29,0.469,0.754
pdf_resume_2300,Cybersecurity Analyst.txt,0.169,0.094,0.178,0.177,0.71
pdf_resume_2301,Cybersecurity Analyst.txt,0.081,0.0,0.0,0.178,0.71
pdf_resume_2305,Cybersecurity Analyst.txt,0.487,0.398,0.424,0.497,0.821
pdf_resume_2307,Cybersecurity Analyst.txt,0.494,0.383,0.411,0.489,0.792
pdf_resume_2316,Cybersecurity Analyst.txt,0.358,0.1,0.171,0.447,0.698
pdf_resume_2322,Cybersecurity Analyst.txt,0.189,0.204,0.201,0.103,0.747
pdf_resume_2324,Cybersecurity Analyst.txt,0.475,0.178,0.369,0.493,0.751
pdf_resume_2325,Cybersecurity Analyst.txt,0.0,0.0,0.0,0.0,0.717
pdf_resume_2326,Cybersecurity Analyst.txt,0.0,0.0,0.0,0.0,0.711
pdf_resume_2328,Cybersecurity Analyst.txt,0.456,0.296,0.406,0.397,0.785
pdf_resume_2331,Cybersecurity Analyst.txt,0.082,0.092,0.171,0.082,0.749
pdf_resume_2333,Cybersecurity Analyst.txt,0.351,0.335,0.355,0.344,0.728
pdf_resume_2336,Cybersecurity Analyst.txt,0.088,0.0,0.081,0.0,0.756
pdf_resume_2340,Cybersecurity Analyst.txt,0.277,0.363,0.186,0.458,0.784
pdf_resume_2346,Cybersecurity Analyst.txt,0.0,0.0,0.0,0.173,0.721
pdf_resume_2353,Cybersecurity Analyst.txt,0.0,0.0,0.0,0.082,0.719
pdf_resume_2354,Cybersecurity Analyst.txt,0.49,0.428,0.401,0.502,0.78
pdf_resume_2366,Cybersecurity Analyst.txt,0.0,0.0,0.0,0.0,0.707
pdf_resume_2367,Cybersecurity Analyst.txt,0.382,0.2,0.304,0.441,0.764
pdf_resume_2385,Cybersecurity Analyst.txt,0.313,0.1,0.216,0.297,0.747
pdf_resume_2389,Cybersecurity Analyst.txt,0.0,0.0,0.0,0.0,0.717
pdf_resume_2394,Cybersecurity Analyst.txt,0.456,0.191,0.352,0.259,0.808
pdf_resume_2395,Cybersecurity Analyst.txt,0.277,0.363,0.186,0.377,0.781
pdf_resume_2398,Cybersecurity Analyst.txt,0.488,0.216,0.402,0.4,0.756
pdf_resume_2405,Cybersecurity Analyst.txt,0.085,0.0,0.093,0.274,0.769
pdf_resume_241,Cybersecurity Analyst.txt,0.0,0.0,0.0,0.082,0.679
pdf_resume_242,Cybersecurity Analyst.txt,0.281,0.088,0.271,0.082,0.768
pdf_resume_2420,Cybersecurity Analyst.txt,0.081,0.0,0.098,0.169,0.721
pdf_resume_2423,Cybersecurity Analyst.txt,0.358,0.338,0.295,0.188,0.769
pdf_resume_2437,Cybersecurity Analyst.txt,0.503,0.422,0.508,0.518,0.791
pdf_resume_2441,Cybersecurity Analyst.txt,0.0,0.0,0.0,0.0,0.697
pdf_resume_2445,Cybersecurity Analyst.txt,0.379,0.1,0.371,0.306,0.728
pdf_resume_2447,Cybersecurity Analyst.txt,0.392,0.295,0.306,0.302,0.789
pdf_resume_2449,Cybersecurity Analyst.txt,0.481,0.343,0.446,0.521,0.769
pdf_resume_2452,Cybersecurity Analyst.txt,0.468,0.493,0.406,0.484,0.813
pdf_resume_2453,Cybersecurity Analyst.txt,0.169,0.186,0.098,0.181,0.762
pdf_resume_2454,Cybersecurity Analyst.txt,0.0,0.0,0.0,0.0,0.731
pdf_resume_2455,Cybersecurity Analyst.txt,0.379,0.099,0.271,0.382,0.76
pdf_resume_2462,Cybersecurity Analyst.txt,0.0,0.0,0.169,0.0,0.755
pdf_resume_2464,Cybersecurity Analyst.txt,0.393,0.391,0.395,0.298,0.796
pdf_resume_2468,Cybersecurity Analyst.txt,0.183,0.082,0.169,0.36,0.757
pdf_resume_2469,Cybersecurity Analyst.txt,0.194,0.088,0.18,0.256,0.767
pdf_resume_247,Cybersecurity Analyst.txt,0.344,0.237,0.266,0.362,0.697
pdf_resume_2472,Cybersecurity Analyst.txt,0.179,0.084,0.387,0.26,0.763
pdf_resume_2478,Cybersecurity Analyst.txt,0.475,0.385,0.288,0.29,0.785
pdf_resume_2490,Cybersecurity Analyst.txt,0.56,0.348,0.474,0.466,0.815
pdf_resume_2492,Cybersecurity Analyst.txt,0.376,0.261,0.275,0.267,0.782
pdf_resume_2494,Cybersecurity Analyst.txt,0.566,0.268,0.587,0.499,0.805
pdf_resume_2499,Cybersecurity Analyst.txt,0.28,0.177,0.174,0.0,0.777
pdf_resume_2503,Cybersecurity Analyst.txt,0.194,0.1,0.088,0.08,0.731
pdf_resume_2509,Cybersecurity Analyst.txt,0.088,0.0,0.081,0.082,0.736
pdf_resume_2511,Cybersecurity Analyst.txt,0.0,0.0,0.0,0.0,0.732
pdf_resume_2515,Cybersecurity Analyst.txt,0.514,0.399,0.439,0.392,0.801
pdf_resume_2517,Cybersecurity Analyst.txt,0.085,0.0,0.085,0.082,0.708
pdf_resume_2518,Cybersecurity Analyst.txt,0.179,0.0,0.181,0.264,0.764
pdf_resume_2520,Cybersecurity Analyst.txt,0.284,0.179,0.104,0.0,0.785
pdf_resume_2531,Cybersecurity Analyst.txt,0.102,0.099,0.1,0.366,0.766
pdf_resume_2536,Cybersecurity Analyst.txt,0.086,0.082,0.253,0.267,0.762
pdf_resume_2540,Cybersecurity Analyst.txt,0.0,0.085,0.0,0.0,0.684
pdf_resume_2545,Cybersecurity Analyst.txt,0.088,0.0,0.087,0.09,0.704
pdf_resume_2547,Cybersecurity Analyst.txt,0.088,0.0,0.0,0.0,0.741
pdf_resume_255,Cybersecurity Analyst.txt,0.092,0.192,0.0,0.178,0.747
pdf_resume_2550,Cybersecurity Analyst.txt,0.278,0.176,0.188,0.267,0.778
pdf_resume_2554,Cybersecurity Analyst.txt,0.0,0.0,0.0,0.0,0.71
pdf_resume_2560,Cybersecurity Analyst.txt,0.193,0.256,0.307,0.299,0.763
pdf_resume_2561,Cybersecurity Analyst.txt,0.086,0.089,0.274,0.355,0.723
pdf_resume_2563,Cybersecurity Analyst.txt,0.178,0.0,0.181,0.1,0.738
pdf_resume_2564,Cybersecurity Analyst.txt,0.179,0.0,0.181,0.264,0.708
pdf_resume_2567,Cybersecurity Analyst.txt,0.0,0.0,0.0,0.082,0.74
